class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,0,1,0,14,1,1,10,3,0,16,0,1,12,4,1,0,5,0,7,3,0,2,4,9,11,4,1,1,4,10,0,3,5,0,7,4,0,2,3,9,11,4,1,0,4,10,1,3,0,1,0,10,1,1,14,3,0,12,0,1,16,4,1,0,5,7,8,4,7,2,10,1,1,4,1,3,0,0,1,10,12,5,5,0,7,8,2,5,0,2,2,2,2,0,1,11,8,3,8,6,1,5,8,2,3,0,2,0,1,3,1,13,2,3,6,12,7,1,7,2,0,3,0,1,4,1,3,12,0,10,0,3,10,2,3,2,1,14,0,4,3,0,7,5,9,3,4,1,2,11,0,1,5,1,6,3,6,3,0,9,9,3,2,0,5,5,0,1,6,11,0,0,4,1,7,10,2,14,0,1,12,1,3,1,1,4,3,4,6,0,6,6,0,3,0,14,2,1,11,4,0,11,0,4,8,2,3,1,1,0,13,4,1,0,3,12,9,3,1,1,3,9,1,3,1,1,13,3,0,0,4,12,9,3,1,1,3,9,1,3,0,2,0,11,3,1,14,4,0,8,0,3,11,2,4,1
a,4,6,6,9,6,0,9,0,6,9,0,0,9,0,0,0,6,4,9,6,2,4,3,6,9,6,0,0,3,6,0,0,6,2,9,3,4,4,6,6,9,3,0,0,6,6,0,0,4,6,6,9,6,0,9,0,6,9,0,0,9,0,0,0,7,8,4,4,9,0,12,0,3,4,3,5,0,0,3,2,7,7,8,9,1,3,8,4,3,1,3,0,1,2,0,7,11,2,11,7,4,2,6,3,2,1,1,0,0,2,2,10,9,11,6,0,12,0,2,3,2,1,3,2,1,0,1,11,12,6,2,1,5,0,4,0,6,11,1,2,2,1,4,7,9,6,6,4,3,6,2,4,3,2,6,4,1,2,2,4,10,4,5,1,3,3,3,3,6,4,5,2,2,5,3,5,8,6,3,2,8,1,3,0,6,10,4,1,2,2,3,5,4,6,6,9,6,0,9,0,6,9,0,0,9,0,0,0,6,4,9,6,2,4,3,6,9,6,0,0,3,6,0,0,6,2,9,3,4,4,6,6,9,3,0,0,6,6,0,0,4,6,6,9,6,0,9,0,6,9,0,0,9,0,0,0
a,9,6,4,3,3,6,1,2,6,4,5,3,2,4,2,4,9,3,4,1,6,6,3,2,6,2,5,2,4,4,3,4,9,6,4,3,3,6,1,2,6,4,5,3,2,4,2,4,9,3,4,1,6,6,3,2,6,2,5,2,4,4,3,4,11,6,6,3,4,3,7,2,2,3,4,3,1,1,2,6,10,7,7,0,10,3,4,2,2,3,0,5,2,0,2,7,10,5,12,6,2,3,5,1,3,1,0,2,1,2,0,11,14,4,8,1,6,5,3,1,2,1,1,2,3,0,1,12,9,9,4,1,4,1,1,2,6,9,2,1,0,3,2,10,9,3,4,1,6,6,3,2,6,2,5,2,4,4,3,4,14,3,2,1,3,3,2,2,7,5,6,1,2,2,2,9,8,5,4,1,6,2,3,2,5,8,4,1,4,3,3,5,10,6,6,4,3,7,2,4,2,3,6,3,1,1,2,4,10,3,6,2,6,7,4,4,2,1,6,2,3,1,3,4,10,6,6,4,3,7,2,4,2,3,6,3,1,1,2,4,10,3,6,2,6,7,4,4,2,1,6,2,3,1,3,4
a,0,21,0,12,8,0,4,0,0,0,0,15,0,0,4,0,0,8,0,4,21,0,12,0,0,0,0,4,0,0,15,0,0,21,0,12,8,0,4,0,0,0,0,15,0,0,4,0,0,8,0,4,21,0,12,0,0,0,0,4,0,0,15,0,3,19,5,9,6,0,8,2,0,0,0,9,0,0,3,0,4,7,4,7,16,0,14,1,0,0,2,1,0,0,2,6,7,16,6,9,4,0,7,4,0,0,1,6,0,0,3,1,0,8,7,1,22,0,3,2,1,2,4,4,3,0,3,4,6,15,1,0,7,0,0,0,1,15,0,7,3,4,4,1,0,8,0,0,22,0,0,0,0,4,0,4,16,0,10,0,3,17,0,0,7,0,0,0,3,15,0,5,4,4,4,2,3,7,0,0,18,0,0,0,4,4,2,3,8,3,7,5,0,20,0,0,6,0,0,0,0,16,0,12,8,0,2,0,0,6,0,0,20,0,0,0,0,8,0,2,16,0,12,0,0,20,0,0,6,0,0,0,0,16,0,12,8,0,2,0,0,6,0,0,20,0,0,0,0,8,0,2,16,0,12,0
a,6,5,6,6,4,4,5,5,2,3,2,2,4,4,3,3,6,4,6,5,5,4,6,5,2,4,2,3,3,4,2,3,6,5,6,6,4,4,5,5,2,3,2,2,4,4,3,3,6,4,6,5,5,4,6,5,2,4,2,3,3,4,2,3,12,3,3,0,5,4,10,1,6,5,1,2,1,2,2,7,8,10,5,2,9,3,0,1,3,4,2,3,3,1,1,9,12,4,7,3,6,3,6,2,4,4,1,1,0,1,3,7,9,8,4,4,7,3,1,2,3,2,0,2,6,1,2,10,10,7,3,3,5,3,5,2,1,8,2,2,1,3,3,6,6,6,3,5,7,5,5,5,1,2,4,3,5,1,3,3,6,6,2,2,5,2,3,3,1,14,2,1,10,0,1,6,6,4,3,2,5,2,4,3,4,10,2,0,5,1,2,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
a,12,2,4,2,2,4,2,4,12,3,4,1,3,6,1,2,12,2,4,2,2,4,2,4,12,3,4,1,3,6,1,2,12,2,4,2,2,4,2,4,12,3,4,1,3,6,1,2,12,2,4,2,2,4,2,4,12,3,4,1,3,6,1,2,14,3,5,1,5,3,3,2,7,6,3,0,3,1,1,7,13,5,3,3,7,2,1,0,7,3,1,1,7,0,2,9,11,4,6,1,8,1,4,2,9,5,1,0,2,1,0,9,12,4,3,1,7,1,2,1,7,4,2,1,5,2,1,11,10,8,8,5,3,1,3,3,2,9,2,1,1,2,1,5,11,3,12,3,3,5,3,6,5,1,3,1,4,2,0,2,6,13,6,7,3,0,3,0,2,10,2,2,1,0,1,8,15,6,4,1,5,2,2,3,3,1,3,2,5,1,3,8,8,2,12,3,2,4,3,6,8,2,4,1,2,4,1,2,8,2,12,3,2,4,3,6,8,2,4,1,2,4,1,2,8,2,12,3,2,4,3,6,8,2,4,1,2,4,1,2,8,2,12,3,2,4,3,6,8,2,4,1,2,4,1,2
a,8,2,12,3,2,4,3,6,6,1,6,2,1,4,2,2,8,2,12,3,2,4,3,6,6,1,6,2,1,4,2,2,8,2,12,3,2,4,3,6,6,1,6,2,1,4,2,2,8,2,12,3,2,4,3,6,6,1,6,2,1,4,2,2,11,5,12,0,5,3,5,4,3,2,3,2,0,0,3,6,12,4,7,2,4,2,1,5,5,4,2,3,5,2,4,2,13,5,11,6,2,4,5,3,3,1,0,2,0,0,4,5,11,5,8,4,5,3,2,1,5,1,1,2,2,3,3,8,8,7,4,3,1,3,2,1,8,5,6,3,3,5,2,3,6,1,6,2,1,4,2,2,12,3,8,2,3,8,2,2,7,2,4,1,2,4,2,1,16,2,5,0,4,6,3,5,7,2,4,1,6,4,1,1,10,8,5,1,4,2,2,6,8,2,4,1,2,4,1,2,12,3,8,2,3,6,2,4,8,2,4,1,2,4,1,2,12,3,8,2,3,6,2,4,8,2,4,1,2,4,1,2,12,3,8,2,3,6,2,4,8,2,4,1,2,4,1,2,12,3,8,2,3,6,2,4
a,5,4,4,4,4,4,4,4,5,6,2,2,6,6,2,2,5,4,4,4,4,4,4,4,5,6,2,2,6,6,2,2,5,4,4,4,4,4,4,4,5,6,2,2,6,6,2,2,5,4,4,4,4,4,4,4,5,6,2,2,6,6,2,2,11,6,5,0,7,4,7,4,4,2,2,2,0,0,5,5,8,6,2,2,6,6,2,2,5,5,2,3,7,3,4,1,12,7,7,5,5,3,4,1,4,1,0,4,1,0,3,7,9,6,5,5,7,3,2,0,4,3,2,1,6,2,3,6,7,9,4,6,4,4,2,2,1,9,4,3,1,1,2,5,6,6,4,4,6,6,4,4,2,2,4,4,2,2,4,4,7,6,4,4,4,2,3,2,4,4,5,2,3,7,2,5,7,4,3,2,6,4,4,2,4,5,2,4,7,0,3,7,5,4,6,6,4,6,6,6,3,4,2,2,4,2,2,2,5,4,6,6,4,6,6,6,3,4,2,2,4,2,2,2,5,4,6,6,4,6,6,6,3,4,2,2,4,2,2,2,5,4,6,6,4,6,6,6,3,4,2,2,4,2,2,2
a,16,4,8,2,4,8,2,4,0,0,8,2,0,0,2,4,16,4,8,2,4,8,2,4,0,0,8,2,0,0,2,4,16,4,8,2,4,8,2,4,0,0,8,2,0,0,2,4,16,4,8,2,4,8,2,4,0,0,8,2,0,0,2,4,16,6,7,2,4,4,7,4,0,0,5,2,0,0,3,4,15,4,8,4,5,7,2,2,2,0,1,4,0,0,5,5,16,6,8,5,3,4,4,3,1,0,3,2,0,0,4,5,14,4,8,2,6,6,5,3,0,0,5,4,0,0,3,4,15,5,0,0,4,6,0,0,6,9,6,3,2,3,2,3,16,4,0,0,4,8,0,0,8,2,8,2,2,4,2,4,16,4,0,0,4,5,0,0,10,2,6,2,2,8,2,3,13,3,0,0,6,5,0,0,8,9,5,1,5,3,3,3,16,4,0,0,4,8,0,0,8,2,8,2,2,4,2,4,16,4,0,0,4,8,0,0,8,2,8,2,2,4,2,4,16,4,0,0,4,8,0,0,8,2,8,2,2,4,2,4,16,4,0,0,4,8,0,0,8,2,8,2,2,4,2,4
a,4,4,4,4,4,4,5,6,4,4,4,4,4,4,3,2,9,4,7,4,0,4,0,5,8,4,8,4,0,4,0,3,9,0,7,0,4,4,4,5,8,0,8,0,4,4,4,3,4,4,4,5,4,4,4,6,4,4,4,3,4,4,4,2,11,6,3,0,6,3,6,4,5,4,3,1,2,4,4,2,15,8,1,0,2,7,0,0,7,4,5,4,2,2,4,3,12,2,7,6,4,4,4,3,9,0,0,1,2,4,4,2,6,8,2,1,10,6,3,0,4,4,4,3,3,3,3,4,6,10,3,3,8,4,4,4,1,8,1,4,0,1,4,3,16,8,8,4,0,8,0,4,0,0,8,4,0,0,0,4,13,0,8,0,5,4,4,4,7,1,4,0,4,7,2,1,8,6,4,4,6,4,4,4,2,7,3,1,4,1,2,4,6,5,3,3,5,4,3,4,4,5,3,3,6,6,2,2,13,5,5,3,0,4,0,4,8,5,6,3,0,5,0,3,13,0,5,0,5,4,3,4,8,0,6,0,5,5,3,3,6,5,3,3,5,4,3,4,4,6,3,2,5,6,3,2
