class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,9,9,6,6,6,0,4,0,9,9,0,0,6,0,0,0,9,6,6,4,9,0,6,0,9,6,0,0,9,0,0,0,9,9,6,6,6,0,4,0,9,9,0,0,6,0,0,0,9,6,6,4,9,0,6,0,9,6,0,0,9,0,0,0,17,7,9,4,6,0,3,0,1,4,0,0,0,0,3,10,18,9,1,1,12,0,2,0,2,0,3,2,1,2,0,11,10,9,11,4,6,0,4,0,4,2,0,0,2,0,1,11,12,6,8,3,9,0,3,0,3,2,0,3,3,0,0,12,9,9,6,4,6,0,4,0,9,9,0,0,5,0,0,3,9,6,6,4,9,0,5,0,9,6,0,0,10,0,0,0,14,7,3,4,7,0,2,0,7,8,0,0,2,0,3,7,11,12,5,0,7,0,5,0,8,1,0,2,7,0,0,6,9,9,9,9,6,0,6,0,6,6,0,0,4,0,0,0,9,6,9,6,9,0,9,0,6,4,0,0,6,0,0,0,9,9,9,9,6,0,6,0,6,6,0,0,4,0,0,0,9,6,9,6,9,0,9,0,6,4,0,0,6,0,0,0
a,6,9,4,4,5,4,3,0,4,8,2,3,6,3,2,1,10,4,6,0,8,4,0,0,12,3,4,1,6,3,2,1,10,8,6,0,4,4,0,0,12,6,4,2,3,3,1,1,6,5,4,3,9,4,4,0,4,6,2,2,8,3,3,1,9,9,7,3,7,3,11,1,2,3,1,2,2,1,0,3,15,5,9,5,8,3,3,1,1,0,2,0,0,0,5,7,16,6,14,3,3,3,4,1,1,0,0,1,0,0,2,10,15,9,1,2,13,2,1,0,1,0,5,1,1,2,0,11,12,13,1,1,5,1,2,1,7,8,1,3,1,1,1,6,16,4,4,1,8,4,2,1,8,2,4,1,4,2,2,1,16,6,4,2,3,3,1,1,11,6,2,1,0,4,1,3,12,8,1,0,7,4,2,0,8,8,3,2,1,1,1,6,4,7,6,8,5,4,5,3,4,6,2,3,4,0,2,1,10,4,12,3,6,4,6,3,6,0,4,1,2,0,2,1,10,6,12,6,4,4,3,3,6,2,4,2,0,0,1,1,4,5,6,5,7,4,8,3,4,4,2,2,6,0,3,1
a,4,8,6,8,9,0,7,0,6,8,0,0,8,0,0,0,4,9,6,7,8,0,8,0,6,8,0,0,8,0,0,0,4,8,6,8,9,0,7,0,6,8,0,0,8,0,0,0,4,9,6,7,8,0,8,0,6,8,0,0,8,0,0,0,7,5,8,3,8,0,10,1,6,9,0,0,3,0,1,3,15,11,1,1,10,0,3,0,2,0,4,4,5,0,0,8,17,7,8,0,4,0,5,2,1,4,1,2,2,0,1,10,20,8,2,1,7,1,2,0,2,1,2,2,1,1,1,13,15,10,3,1,3,0,6,0,7,4,0,2,2,3,0,8,4,9,6,7,8,0,8,0,6,8,0,0,8,0,0,0,20,5,4,3,2,2,2,0,8,0,3,1,2,3,0,9,10,12,4,0,4,0,8,0,7,8,0,2,4,0,0,5,4,7,6,8,7,0,8,0,6,9,0,0,9,0,0,0,4,7,6,8,7,0,8,0,6,9,0,0,9,0,0,0,4,7,6,8,7,0,8,0,6,9,0,0,9,0,0,0,4,7,6,8,7,0,8,0,6,9,0,0,9,0,0,0
a,4,13,6,11,2,0,3,0,6,14,0,2,3,0,0,0,4,2,6,3,13,0,11,0,6,3,0,0,14,0,2,0,4,13,6,11,2,0,3,0,6,14,0,2,3,0,0,0,4,2,6,3,13,0,11,0,6,3,0,0,14,0,2,0,9,10,8,6,3,0,10,1,3,13,0,0,1,0,0,0,11,4,9,2,14,0,12,0,0,0,1,3,3,0,0,5,15,8,9,4,3,0,9,3,0,10,0,0,0,0,3,0,15,4,3,1,18,0,5,0,1,1,5,3,0,2,2,4,11,14,5,4,2,0,3,0,7,6,0,5,2,5,0,0,4,2,6,3,14,0,11,0,6,3,0,0,15,0,0,0,5,16,6,3,2,0,3,0,8,14,0,2,2,2,0,1,9,3,2,1,13,0,6,0,8,9,0,0,7,0,1,5,4,10,6,18,2,0,3,0,6,11,0,1,3,0,0,0,4,2,6,3,10,0,18,0,6,3,0,0,11,0,1,0,4,10,6,18,2,0,3,0,6,11,0,1,3,0,0,0,4,2,6,3,10,0,18,0,6,3,0,0,11,0,1,0
a,9,9,6,6,3,3,2,2,9,9,0,0,3,3,0,0,9,3,6,2,9,3,6,2,9,3,0,0,9,3,0,0,9,9,6,6,3,3,2,2,9,9,0,0,3,3,0,0,9,3,6,2,9,3,6,2,9,3,0,0,9,3,0,0,14,6,6,0,6,1,9,2,4,7,0,2,0,1,2,4,18,6,1,0,10,1,3,0,5,3,3,2,0,1,3,8,19,4,7,4,5,1,4,2,1,5,0,0,3,0,3,6,19,3,2,3,10,1,2,0,2,3,3,1,1,1,2,11,13,12,8,2,1,0,3,1,6,5,1,4,0,3,1,4,9,3,9,3,8,3,9,3,3,1,3,1,5,1,2,1,10,11,7,1,2,0,2,2,5,10,2,0,7,0,0,5,11,3,6,1,7,1,5,3,6,5,1,0,5,0,1,9,6,7,12,11,3,2,3,4,6,6,0,0,2,2,0,0,6,3,12,3,7,2,11,4,6,2,0,0,6,2,0,0,6,7,12,11,3,2,3,4,6,6,0,0,2,2,0,0,6,3,12,3,7,2,11,4,6,2,0,0,6,2,0,0
a,8,8,2,2,8,8,2,2,4,4,2,2,4,4,2,2,8,8,2,2,8,8,2,2,4,4,2,2,4,4,2,2,8,8,2,2,8,8,2,2,4,4,2,2,4,4,2,2,8,8,2,2,8,8,2,2,4,4,2,2,4,4,2,2,18,3,7,4,4,5,2,1,3,2,1,0,5,1,1,7,17,6,4,1,7,2,4,1,2,6,2,1,2,0,1,8,17,4,5,5,9,0,2,2,3,3,0,0,4,0,3,7,10,3,2,5,13,0,5,0,6,5,0,0,4,1,1,9,4,16,2,6,5,0,4,0,6,13,0,0,3,0,0,5,6,6,4,4,6,6,4,4,5,6,0,0,11,2,0,0,6,14,4,7,3,0,2,0,6,11,0,0,3,0,0,8,12,7,0,0,11,2,1,2,7,3,3,0,5,1,2,8,8,8,4,4,8,8,4,4,2,2,2,2,2,2,2,2,8,8,4,4,8,8,4,4,2,2,2,2,2,2,2,2,8,8,4,4,8,8,4,4,2,2,2,2,2,2,2,2,8,8,4,4,8,8,4,4,2,2,2,2,2,2,2,2
a,6,9,2,4,9,0,4,0,4,6,4,5,6,0,5,0,6,9,2,4,9,0,4,0,4,6,4,5,6,0,5,0,6,9,2,4,9,0,4,0,4,6,4,5,6,0,5,0,6,9,2,4,9,0,4,0,4,6,4,5,6,0,5,0,18,1,8,3,6,0,3,4,1,8,1,1,3,0,5,2,11,11,2,3,11,0,2,0,5,5,3,1,1,1,6,2,14,7,9,7,7,0,2,2,1,3,1,1,2,0,4,4,14,11,3,3,8,0,2,0,4,1,3,1,0,2,4,8,4,10,8,3,2,0,7,0,10,6,0,2,7,1,2,2,2,3,6,9,3,0,9,0,8,10,0,2,10,0,2,0,7,5,3,4,1,1,8,0,14,7,2,0,5,3,0,4,4,3,6,6,9,0,1,0,11,10,0,0,8,0,3,3,4,8,4,5,8,0,5,0,6,5,2,6,5,0,6,0,4,8,4,5,8,0,5,0,6,5,2,6,5,0,6,0,4,8,4,5,8,0,5,0,6,5,2,6,5,0,6,0,4,8,4,5,8,0,5,0,6,5,2,6,5,0,6,0
a,6,6,4,4,7,2,8,3,6,6,0,0,9,3,0,0,6,7,4,8,6,2,4,3,6,9,0,0,6,3,0,0,6,6,4,4,7,2,8,3,6,6,0,0,9,3,0,0,6,7,4,8,6,2,4,3,6,9,0,0,6,3,0,0,18,4,6,3,9,1,2,5,1,3,2,2,1,1,5,1,8,12,0,0,7,3,0,0,10,6,3,3,5,4,2,1,19,5,3,8,6,1,0,2,2,2,1,4,5,0,3,3,14,6,3,5,7,1,2,0,4,8,1,0,2,1,5,5,9,12,3,5,8,0,5,1,1,7,1,2,0,1,6,3,8,12,4,6,8,4,4,2,0,0,4,6,0,0,4,2,13,7,2,3,6,1,6,2,2,4,3,3,0,4,4,4,10,6,3,6,6,1,3,2,1,11,2,0,5,0,4,4,4,5,6,6,7,2,9,3,6,5,0,0,8,3,0,0,4,7,6,9,5,2,6,3,6,8,0,0,5,3,0,0,4,5,6,6,7,2,9,3,6,5,0,0,8,3,0,0,4,7,6,9,5,2,6,3,6,8,0,0,5,3,0,0
a,0,16,0,6,16,0,6,0,0,6,0,4,6,0,4,0,0,16,0,6,16,0,6,0,0,6,0,4,6,0,4,0,0,16,0,6,16,0,6,0,0,6,0,4,6,0,4,0,0,16,0,6,16,0,6,0,0,6,0,4,6,0,4,0,8,10,8,6,12,0,7,4,0,3,0,1,0,0,5,0,1,19,6,0,17,0,8,0,0,0,3,6,0,0,0,4,6,11,9,10,12,0,7,2,0,1,0,0,0,0,5,1,5,17,1,0,16,0,3,0,3,1,7,3,0,2,2,4,3,15,1,2,13,0,3,0,3,12,1,2,5,0,3,1,0,16,0,4,16,0,4,0,0,8,0,4,8,0,4,0,6,12,0,3,11,0,3,0,3,12,3,1,5,4,1,0,6,11,0,1,12,0,1,0,5,12,1,0,10,0,4,1,0,16,0,4,16,0,4,0,0,8,0,4,8,0,4,0,0,16,0,4,16,0,4,0,0,8,0,4,8,0,4,0,0,16,0,4,16,0,4,0,0,8,0,4,8,0,4,0,0,16,0,4,16,0,4,0,0,8,0,4,8,0,4,0
a,5,6,6,5,8,2,7,3,3,4,2,1,6,2,3,1,9,3,12,3,5,3,5,3,7,2,4,0,4,2,2,0,9,5,12,5,3,3,3,3,7,4,4,2,2,2,0,0,5,8,6,7,6,2,5,3,3,6,2,3,4,2,1,1,12,6,9,4,10,2,5,4,2,2,1,0,1,1,5,0,19,5,3,1,11,4,5,0,1,0,7,4,0,0,2,2,15,6,11,6,4,2,8,2,3,2,0,0,0,1,3,1,8,15,4,2,11,3,7,0,1,0,5,4,0,0,2,2,9,9,1,1,10,2,3,1,3,14,1,1,5,0,3,1,16,4,4,1,8,4,2,1,8,2,4,1,4,2,2,1,14,6,4,2,3,3,1,1,12,8,2,0,3,4,0,1,8,10,2,3,7,3,2,1,7,7,1,1,8,0,1,3,4,6,4,3,8,2,6,2,7,5,1,2,8,4,2,0,8,3,8,1,5,3,4,1,15,3,1,1,6,3,1,1,8,5,8,4,3,3,1,1,15,6,1,1,3,3,1,1,4,8,4,6,6,2,3,2,7,8,1,2,5,4,2,0
