class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
a,54,41,33,13,24,0,16,0,19,19,0,0,16,0,0,21,43,31,39,14,41,0,18,0,19,9,0,0,19,0,0,23,45,41,32,26,29,0,16,0,23,25,0,0,16,0,0,3,47,31,23,14,41,0,21,0,33,20,0,0,13,0,0,13
a,54,26,42,15,36,0,25,0,20,14,0,0,15,0,0,9,58,35,40,11,30,0,18,0,18,15,0,0,10,0,0,21,54,30,24,11,31,0,20,0,37,27,0,0,16,0,0,6,51,34,23,17,30,0,13,0,41,13,0,0,26,0,0,8
a,50,28,36,18,27,0,30,0,22,18,0,0,17,0,0,10,49,29,44,22,30,0,24,0,11,13,0,0,12,0,0,22,48,34,22,15,23,0,24,0,31,35,0,0,16,0,0,8,49,30,18,15,29,0,16,0,37,28,0,0,20,0,0,14
a,64,26,40,13,31,0,28,0,24,17,0,0,9,0,0,4,67,25,38,22,27,0,28,0,23,14,0,0,9,0,0,3,66,32,29,9,26,0,16,0,33,26,0,0,19,0,0,0,65,32,23,7,29,0,12,0,40,21,0,0,21,0,0,6
a,69,25,43,18,27,0,28,0,16,10,0,0,9,0,0,11,68,26,49,24,28,0,22,0,11,7,0,0,6,0,0,15,56,29,31,8,21,0,15,0,41,34,0,0,17,0,0,4,57,29,23,8,29,0,9,0,45,21,0,0,21,0,0,14
a,4,60,43,30,62,0,31,0,0,9,0,0,7,0,0,10,8,59,43,31,59,0,27,0,0,8,0,0,8,0,0,13,3,56,0,13,50,0,19,0,22,50,0,0,38,0,0,5,4,53,0,12,58,0,7,0,38,32,0,0,36,0,0,16
a,7,46,32,33,49,0,33,0,0,28,0,0,25,0,0,3,13,44,39,31,45,0,31,0,0,22,0,0,21,0,0,10,5,49,0,30,39,0,40,0,14,47,0,0,30,0,0,2,9,41,0,31,42,0,30,0,20,35,0,0,42,0,0,6
a,51,31,30,25,31,0,24,0,26,18,0,0,19,0,0,1,58,31,31,26,31,0,24,0,18,15,0,0,15,0,0,7,44,34,30,21,27,0,28,0,26,30,0,0,13,0,0,3,47,29,25,26,30,0,22,0,28,22,0,0,21,0,0,6
a,13,56,20,32,59,0,31,0,0,22,0,0,19,0,0,4,18,56,24,32,54,0,29,0,0,18,0,0,20,0,0,5,7,64,0,25,57,0,32,0,7,38,0,0,25,0,0,1,12,54,0,27,62,0,19,0,14,29,0,0,38,0,0,1
a,48,39,28,24,25,0,23,0,27,24,0,0,18,0,0,0,56,25,30,25,36,0,25,0,19,15,0,0,24,0,0,1,45,41,32,29,23,0,24,0,19,30,0,0,12,0,0,1,45,32,31,12,43,0,25,0,27,15,0,0,23,0,0,3
a,19,44,17,32,48,0,31,0,0,33,0,0,29,0,0,3,20,44,14,32,47,0,33,0,0,33,0,0,30,0,0,3,9,46,0,41,46,0,41,0,5,34,0,0,32,0,0,2,10,47,0,34,49,0,32,0,14,35,0,0,31,0,0,4
a,61,28,31,20,27,0,34,0,23,20,0,0,11,0,0,1,60,23,38,19,35,0,31,0,19,16,0,0,12,0,0,3,67,31,25,16,23,0,16,0,24,27,0,0,24,0,0,3,65,23,24,15,33,0,16,0,29,20,0,0,31,0,0,0
a,35,36,34,22,40,0,38,0,13,21,0,0,17,0,0,0,45,38,33,34,35,0,31,0,8,15,0,0,17,0,0,0,39,35,12,19,35,0,20,0,27,35,0,0,33,0,0,1,38,34,9,22,38,0,18,0,32,26,0,0,39,0,0,0
a,22,46,21,22,53,0,34,0,0,27,0,0,20,0,0,11,19,53,38,26,52,0,27,0,0,11,0,0,12,0,0,18,12,60,0,16,44,0,32,0,18,45,0,0,22,0,0,7,9,55,0,18,51,0,22,0,18,35,0,0,33,0,0,15
a,15,41,15,15,63,0,39,0,0,45,0,0,23,0,0,0,23,44,22,31,55,0,36,0,0,28,0,0,17,0,0,0,23,47,0,38,42,0,43,0,10,28,0,0,23,0,0,2,25,37,0,49,50,0,36,0,7,19,0,0,33,0,0,0
a,62,33,30,15,29,0,31,0,23,21,0,0,12,0,0,0,60,27,40,28,37,0,27,0,18,9,0,0,10,0,0,0,63,36,22,14,25,0,15,0,31,34,0,0,15,0,0,1,60,30,22,10,34,0,14,0,33,28,0,0,25,0,0,0
a,54,28,20,17,37,0,29,0,30,22,0,0,19,0,0,0,69,29,26,34,24,0,25,0,14,15,0,0,20,0,0,0,68,24,16,23,27,0,24,0,22,24,0,0,25,0,0,3,63,25,18,25,33,0,17,0,25,20,0,0,30,0,0,0
a,9,55,23,15,64,0,37,0,0,31,0,0,22,0,0,0,4,62,30,19,62,0,25,0,0,27,0,0,27,0,0,0,10,53,0,32,58,0,27,0,28,18,0,0,30,0,0,0,6,51,0,37,58,0,30,0,21,22,0,0,31,0,0,0
a,0,1,26,38,26,0,64,0,0,63,0,0,38,0,0,0,0,37,46,44,28,0,38,0,0,27,0,0,36,0,0,0,0,25,0,39,25,0,39,0,36,45,0,0,47,0,0,0,0,15,0,49,15,0,49,0,26,52,0,0,50,0,0,0
a,53,43,29,16,32,0,30,0,18,22,0,0,13,0,0,0,61,22,35,20,45,0,40,0,13,12,0,0,8,0,0,0,57,40,14,16,31,0,6,0,38,23,0,0,28,0,0,3,54,29,21,14,45,0,20,0,28,20,0,0,25,0,0,0
a,54,31,26,18,32,0,35,0,24,19,0,0,17,0,0,0,57,31,34,34,30,0,32,0,15,10,0,0,12,0,0,1,56,31,13,18,28,0,18,0,36,29,0,0,25,0,0,2,53,32,14,18,32,0,14,0,38,28,0,0,27,0,0,0
a,11,45,16,18,61,0,45,0,0,38,0,0,22,0,0,0,8,58,41,26,54,0,27,0,0,19,0,0,23,0,0,0,17,56,0,22,55,0,23,0,15,38,0,0,30,0,0,0,5,62,0,29,61,0,30,0,12,28,0,0,29,0,0,0
a,57,18,45,22,44,0,39,0,15,8,0,0,8,0,0,0,60,41,51,32,21,0,30,0,6,10,0,0,3,0,0,2,64,16,13,9,41,0,12,0,41,18,0,0,40,0,0,2,57,43,16,10,22,0,5,0,44,40,0,0,19,0,0,0
a,60,28,39,21,35,0,37,0,16,9,0,0,11,0,0,0,59,35,49,28,29,0,32,0,10,8,0,0,6,0,0,0,66,23,18,13,29,0,17,0,31,26,0,0,32,0,0,1,61,32,19,13,25,0,10,0,35,31,0,0,28,0,0,2
a,18,38,13,34,52,0,50,0,0,32,0,0,18,0,0,1,18,43,23,35,47,0,38,0,0,25,0,0,21,0,0,6,2,45,0,39,38,0,46,0,16,40,0,0,29,0,0,1,11,42,0,33,44,0,31,0,19,36,0,0,37,0,0,3
a,48,41,31,12,31,0,24,0,24,27,0,0,13,0,0,5,57,24,30,20,36,0,27,0,19,14,0,0,20,0,0,9,48,43,28,21,21,0,22,0,24,31,0,0,14,0,0,4,56,28,18,14,33,0,27,0,27,31,0,0,17,0,0,5
a,64,32,32,7,32,0,22,0,32,16,0,0,16,0,0,3,71,25,33,15,32,0,25,0,23,16,0,0,8,0,0,8,64,32,32,14,32,0,16,0,32,21,0,0,11,0,0,2,73,31,23,16,24,0,16,0,32,28,0,0,11,0,0,2
a,0,10,33,39,24,0,53,0,0,54,0,0,40,0,0,3,0,36,44,36,28,0,35,0,0,28,0,0,36,0,0,13,0,21,0,43,0,0,64,0,21,62,0,0,43,0,0,2,0,34,0,30,12,0,52,0,37,51,0,0,33,0,0,7
a,73,35,31,13,20,0,20,0,24,16,0,0,10,0,0,14,68,22,37,14,38,0,21,0,22,8,0,0,12,0,0,14,69,36,35,21,23,0,14,0,24,19,0,0,14,0,0,1,73,19,27,12,36,0,14,0,28,16,0,0,20,0,0,11
