class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,30,30,27,27,35,0,32,0,23,23,0,0,29,0,0,0,26,31,30,27,34,0,33,0,24,22,0,0,29,0,0,0,26,34,30,33,31,0,27,0,24,29,0,0,22,0,0,0,30,35,27,32,30,0,27,0,23,29,0,0,23,0,0,0,60,24,40,6,35,0,5,0,4,11,0,0,14,0,0,57,54,32,9,7,40,0,6,0,20,11,0,0,10,0,0,67,39,43,41,4,38,0,9,0,8,5,0,0,3,0,0,66,39,47,41,11,36,0,5,0,4,3,0,0,7,0,0,63,43,39,19,14,37,0,26,0,32,17,0,0,13,0,0,16,29,34,24,23,43,0,24,0,27,23,0,0,29,0,0,0,55,34,15,10,25,0,16,0,34,17,0,0,10,0,0,40,53,46,23,13,19,0,18,0,26,11,0,0,15,0,0,32,34,38,20,20,43,0,25,0,26,22,0,0,28,0,0,0,30,34,23,21,44,0,25,0,27,25,0,0,27,0,0,0,30,44,23,25,34,0,21,0,27,27,0,0,25,0,0,0,34,43,20,25,38,0,20,0,26,28,0,0,22,0,0,0
a,51,36,27,20,28,0,16,0,34,24,0,0,20,0,0,0,36,42,19,24,37,0,19,0,25,30,0,0,24,0,0,0,36,37,19,19,42,0,24,0,25,24,0,0,30,0,0,0,51,28,27,16,36,0,20,0,34,20,0,0,24,0,0,0,61,17,35,16,28,0,27,0,20,26,0,0,7,0,0,19,39,43,31,20,36,0,15,0,7,11,0,0,9,0,0,45,44,34,40,6,43,0,11,0,7,3,0,0,7,0,0,61,58,24,23,6,32,0,7,0,25,11,0,0,10,0,0,60,71,32,17,7,13,0,13,0,34,19,0,0,10,0,0,40,27,34,30,34,30,0,26,0,23,28,0,0,24,0,0,0,41,37,21,5,25,0,29,0,32,27,0,0,20,0,0,19,67,28,15,7,15,0,23,0,39,22,0,0,5,0,0,35,49,35,35,25,28,0,20,0,28,20,0,0,16,0,0,0,35,42,25,30,36,0,24,0,20,24,0,0,20,0,0,0,35,36,25,24,42,0,30,0,20,20,0,0,24,0,0,0,49,28,35,20,35,0,25,0,28,16,0,0,20,0,0,0
a,22,40,20,31,41,0,30,0,22,25,0,0,25,0,0,0,22,41,20,30,40,0,31,0,22,25,0,0,25,0,0,0,22,40,20,31,41,0,30,0,22,25,0,0,25,0,0,0,22,41,20,30,40,0,31,0,22,25,0,0,25,0,0,0,46,24,31,10,46,0,27,0,13,27,0,0,6,0,0,26,47,38,12,18,36,0,0,0,33,3,0,0,19,0,0,50,77,29,17,7,18,0,18,0,8,11,0,0,3,0,0,68,72,24,20,5,30,0,11,0,9,10,0,0,3,0,0,72,62,39,15,7,13,0,19,0,28,16,0,0,11,0,0,46,22,41,20,30,40,0,31,0,22,25,0,0,25,0,0,0,58,27,24,14,23,0,6,0,32,4,0,0,13,0,0,55,49,49,12,9,17,0,29,0,31,20,0,0,7,0,0,33,23,43,20,25,41,0,26,0,21,28,0,0,29,0,0,0,23,41,20,26,43,0,25,0,21,29,0,0,28,0,0,0,23,43,20,25,41,0,26,0,21,28,0,0,29,0,0,0,23,41,20,26,43,0,25,0,21,29,0,0,28,0,0,0
a,48,55,40,26,0,0,0,0,40,47,0,0,0,0,0,0,48,0,40,0,55,0,26,0,40,0,0,0,47,0,0,0,48,55,40,26,0,0,0,0,40,47,0,0,0,0,0,0,48,0,40,0,55,0,26,0,40,0,0,0,47,0,0,0,84,38,32,28,0,0,20,0,12,31,0,0,0,0,0,11,67,0,34,10,58,0,21,0,22,0,0,0,13,0,0,31,76,46,39,17,0,0,24,0,13,23,0,0,2,0,0,16,72,0,35,5,55,0,25,0,17,6,0,0,6,0,0,35,65,53,23,11,0,0,0,0,40,32,0,0,7,0,0,25,56,0,32,0,58,0,24,0,40,0,0,0,45,0,0,1,56,61,29,6,0,0,0,0,43,35,0,0,0,0,0,26,67,0,15,0,49,0,19,0,46,15,0,0,16,0,0,29,56,44,40,44,0,0,0,0,32,40,0,0,0,0,0,0,56,0,40,0,44,0,44,0,32,0,0,0,40,0,0,0,56,44,40,44,0,0,0,0,32,40,0,0,0,0,0,0,56,0,40,0,44,0,44,0,32,0,0,0,40,0,0,0
a,26,44,24,36,44,0,36,0,14,16,0,0,16,0,0,0,26,44,24,36,44,0,36,0,14,16,0,0,16,0,0,0,26,44,24,36,44,0,36,0,14,16,0,0,16,0,0,0,26,44,24,36,44,0,36,0,14,16,0,0,16,0,0,0,50,23,39,8,42,0,21,0,11,21,0,0,10,0,0,31,60,29,14,4,37,0,16,0,21,18,0,0,3,0,0,54,76,17,25,19,27,0,16,0,6,12,0,0,15,0,0,43,76,21,6,6,27,0,14,0,18,22,0,0,4,0,0,62,55,45,14,9,11,0,19,0,31,16,0,0,13,0,0,43,29,33,15,30,35,0,28,0,20,32,0,0,34,0,0,0,41,42,15,8,29,0,13,0,44,12,0,0,10,0,0,42,39,41,9,10,35,0,16,0,45,6,0,0,7,0,0,48,26,40,15,18,40,0,18,0,23,38,0,0,38,0,0,0,26,40,15,18,40,0,18,0,23,38,0,0,38,0,0,0,26,40,15,18,40,0,18,0,23,38,0,0,38,0,0,0,26,40,15,18,40,0,18,0,23,38,0,0,38,0,0,0
a,0,50,0,44,50,0,44,0,0,34,0,0,34,0,0,0,0,50,0,44,50,0,44,0,0,34,0,0,34,0,0,0,0,50,0,44,50,0,44,0,0,34,0,0,34,0,0,0,0,50,0,44,50,0,44,0,0,34,0,0,34,0,0,0,69,26,9,24,24,0,5,0,12,9,0,0,31,0,0,47,79,19,8,7,27,0,22,0,8,29,0,0,6,0,0,51,81,19,9,26,24,0,11,0,4,13,0,0,27,0,0,42,49,23,12,11,41,0,8,0,22,15,0,0,12,0,0,63,31,50,18,12,21,0,18,0,23,26,0,0,17,0,0,40,2,50,0,36,57,0,29,0,10,30,0,0,38,0,0,4,36,39,22,16,16,0,14,0,27,21,0,0,13,0,0,52,30,41,7,10,41,0,18,0,25,19,0,0,9,0,0,56,0,54,0,28,54,0,28,0,0,46,0,0,46,0,0,0,0,54,0,28,54,0,28,0,0,46,0,0,46,0,0,0,0,54,0,28,54,0,28,0,0,46,0,0,46,0,0,0,0,54,0,28,54,0,28,0,0,46,0,0,46,0,0,0
a,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,86,12,14,17,23,0,18,0,28,12,0,0,21,0,0,25,71,21,5,4,29,0,10,0,46,22,0,0,19,0,0,29,88,17,24,18,18,0,10,0,12,9,0,0,17,0,0,43,85,11,3,4,27,0,13,0,35,20,0,0,12,0,0,46,67,37,36,13,9,0,14,0,25,23,0,0,5,0,0,27,56,27,48,21,27,0,21,0,24,16,0,0,16,0,0,0,66,31,33,6,20,0,19,0,29,21,0,0,11,0,0,20,79,17,21,15,23,0,12,0,28,11,0,0,17,0,0,33,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0,64,32,32,16,32,0,16,0,32,16,0,0,16,0,0,0
a,45,39,19,15,19,0,9,0,48,42,0,0,20,0,0,0,45,19,19,9,39,0,15,0,48,20,0,0,42,0,0,0,45,39,19,15,19,0,9,0,48,42,0,0,20,0,0,0,45,19,19,9,39,0,15,0,48,20,0,0,42,0,0,0,90,22,21,17,13,0,21,0,11,20,0,0,15,0,0,26,55,21,20,9,43,0,17,0,35,10,0,0,13,0,0,33,93,23,19,19,11,0,7,0,9,7,0,0,18,0,0,50,84,15,20,11,27,0,14,0,14,12,0,0,6,0,0,53,49,51,39,11,13,0,12,0,27,20,0,0,6,0,0,28,48,19,39,17,41,0,33,0,25,12,0,0,22,0,0,0,55,47,35,11,13,0,17,0,30,25,0,0,6,0,0,17,60,20,26,10,38,0,19,0,29,14,0,0,20,0,0,20,44,40,48,40,22,0,17,0,20,16,0,0,9,0,0,0,44,22,48,17,40,0,40,0,20,9,0,0,16,0,0,0,44,40,48,40,22,0,17,0,20,16,0,0,9,0,0,0,44,22,48,17,40,0,40,0,20,9,0,0,16,0,0,0
a,0,50,0,42,50,0,42,0,0,36,0,0,36,0,0,0,0,50,0,42,50,0,42,0,0,36,0,0,36,0,0,0,0,50,0,42,50,0,42,0,0,36,0,0,36,0,0,0,0,50,0,42,50,0,42,0,0,36,0,0,36,0,0,0,29,38,26,18,48,0,26,0,1,30,0,0,21,0,0,19,9,49,22,12,60,0,24,0,8,32,0,0,13,0,0,27,30,41,30,19,47,0,19,0,0,21,0,0,20,0,0,29,27,33,13,14,45,0,19,0,10,35,0,0,25,0,0,35,20,61,6,18,38,0,32,0,16,31,0,0,16,0,0,18,0,58,0,38,58,0,38,0,0,32,0,0,32,0,0,0,18,61,0,17,40,0,38,0,13,37,0,0,19,0,0,13,23,46,2,22,52,0,19,0,28,22,0,0,23,0,0,19,0,46,0,44,46,0,44,0,0,38,0,0,38,0,0,0,0,46,0,44,46,0,44,0,0,38,0,0,38,0,0,0,0,46,0,44,46,0,44,0,0,38,0,0,38,0,0,0,0,46,0,44,46,0,44,0,0,38,0,0,38,0,0,0
a,50,28,35,20,35,0,25,0,27,16,0,0,20,0,0,0,50,29,35,20,35,0,25,0,27,15,0,0,20,0,0,0,50,35,35,25,29,0,20,0,27,20,0,0,15,0,0,0,50,35,35,25,28,0,20,0,27,20,0,0,16,0,0,0,73,20,33,14,33,0,26,0,15,10,0,0,13,0,0,19,59,31,30,9,35,0,24,0,23,16,0,0,6,0,0,23,64,32,38,15,29,0,17,0,15,11,0,0,8,0,0,27,70,28,25,7,30,0,25,0,16,17,0,0,6,0,0,32,63,32,16,16,20,0,20,0,34,27,0,0,11,0,0,17,51,29,27,16,35,0,20,0,34,19,0,0,25,0,0,0,61,37,17,12,21,0,13,0,42,28,0,0,5,0,0,20,58,29,18,16,26,0,10,0,41,18,0,0,21,0,0,19,50,30,28,16,35,0,20,0,34,18,0,0,25,0,0,0,49,31,28,16,36,0,20,0,35,17,0,0,24,0,0,0,49,36,28,20,31,0,16,0,35,24,0,0,17,0,0,0,50,35,28,20,30,0,16,0,34,25,0,0,18,0,0,0
