class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,12,20,12,20,16,16,15,16,14,26,10,14,22,20,11,12,9,19,12,20,15,16,16,16,15,26,12,15,21,22,12,10,9,15,12,16,19,16,20,16,15,21,12,12,26,22,15,10,12,16,12,15,20,16,20,16,14,22,10,11,26,20,14,12,16,21,11,3,14,8,29,3,15,30,1,9,15,16,3,62,12,14,20,20,13,12,8,19,12,25,1,2,18,9,3,68,13,16,8,11,15,8,23,5,13,16,9,4,21,18,4,72,14,13,7,23,23,9,7,8,16,18,1,3,24,16,7,67,13,20,14,20,15,13,18,22,13,21,10,15,13,8,13,28,9,20,15,24,15,16,19,20,12,19,12,17,17,16,13,12,11,13,14,15,22,12,21,16,10,23,12,7,15,5,10,50,12,20,10,19,16,10,23,20,11,16,7,8,17,12,13,42,12,23,15,23,18,20,19,16,10,18,11,16,14,16,13,12,9,22,15,24,18,18,18,22,13,18,11,16,16,14,12,10,9,18,15,18,22,18,24,22,13,16,11,12,18,14,16,10,12,18,15,19,23,20,23,16,10,14,11,13,18,16,16,12
a,39,12,15,7,18,32,11,14,12,4,30,9,6,10,13,24,31,13,14,5,19,39,8,17,10,4,25,10,6,12,15,28,31,19,14,8,13,39,5,17,10,6,25,15,4,12,10,28,39,18,15,11,12,32,7,14,12,6,30,13,4,10,9,24,35,12,14,3,16,26,23,10,10,3,28,11,4,8,12,41,30,13,11,4,16,37,16,11,9,9,16,6,4,2,9,63,22,18,16,12,14,23,18,10,12,6,12,8,2,1,4,78,27,15,21,12,14,18,10,18,10,15,6,4,14,2,4,66,30,12,13,2,21,19,7,4,15,30,19,6,5,4,14,55,26,11,10,4,16,35,6,12,15,6,29,11,10,21,16,28,27,16,7,6,14,29,3,10,12,20,25,16,7,9,13,42,31,20,9,6,10,18,2,5,25,12,24,14,7,16,8,49,36,13,12,4,20,31,6,10,21,5,27,10,7,14,15,25,30,12,10,4,18,38,6,12,16,7,24,9,9,16,15,30,30,18,10,6,12,38,4,12,16,9,24,15,7,16,9,30,36,20,12,6,13,31,4,10,21,7,27,15,5,14,10,25
a,17,20,9,6,13,31,5,10,8,18,14,20,14,25,16,30,17,13,9,5,20,31,6,10,8,14,14,16,18,25,20,30,17,20,9,6,13,31,5,10,8,18,14,20,14,25,16,30,17,13,9,5,20,31,6,10,8,14,14,16,18,25,20,30,14,22,13,9,13,23,29,10,10,9,12,16,7,14,6,49,15,16,13,5,19,21,28,19,7,28,4,2,10,9,4,56,18,18,15,30,16,11,16,2,10,4,7,7,16,10,4,72,17,17,21,16,16,14,11,12,12,17,0,2,16,8,4,73,17,15,11,4,19,18,11,6,11,39,6,7,9,7,15,61,17,13,9,5,20,31,6,10,8,14,14,16,18,25,20,30,18,20,6,4,16,12,16,3,9,34,18,13,14,4,12,57,16,18,12,7,18,22,6,10,9,19,10,10,16,19,15,49,14,20,11,14,14,31,8,23,7,10,16,20,9,14,17,28,14,14,11,8,20,31,14,23,7,9,16,17,10,14,20,28,14,20,11,14,14,31,8,23,7,10,16,20,9,14,17,28,14,14,11,8,20,31,14,23,7,9,16,17,10,14,20,28
a,0,39,0,20,10,32,6,14,0,37,0,32,8,26,8,24,0,10,0,6,39,32,20,14,0,8,0,8,37,26,32,24,0,39,0,20,10,32,6,14,0,37,0,32,8,26,8,24,0,10,0,6,39,32,20,14,0,8,0,8,37,26,32,24,6,48,1,20,12,24,22,15,1,22,1,34,4,14,5,27,3,12,11,13,42,35,20,14,2,10,0,4,22,8,17,43,6,44,4,23,17,20,27,13,5,27,1,29,0,7,3,30,5,12,10,15,33,27,31,23,2,11,1,3,22,10,10,41,4,41,10,5,16,22,14,17,0,48,0,10,4,12,8,45,0,12,0,8,44,36,24,22,0,4,0,8,26,12,33,27,8,34,6,11,14,25,8,16,6,39,0,12,8,15,8,46,6,11,4,5,40,28,17,13,4,10,6,6,22,14,24,46,0,35,0,38,10,28,8,26,0,25,0,30,6,20,8,22,0,10,0,8,35,28,38,26,0,6,0,8,25,20,30,22,0,35,0,38,10,28,8,26,0,25,0,30,6,20,8,22,0,10,0,8,35,28,38,26,0,6,0,8,25,20,30,22
a,35,15,24,11,5,23,4,15,11,8,42,14,3,11,4,31,35,5,24,4,15,23,11,15,11,3,42,4,8,11,14,31,35,15,24,11,5,23,4,15,11,8,42,14,3,11,4,31,35,5,24,4,15,23,11,15,11,3,42,4,8,11,14,31,33,20,12,5,4,16,32,2,23,12,21,15,2,12,0,47,35,7,18,13,15,18,4,8,20,13,8,2,22,9,4,60,28,18,18,9,7,11,34,3,23,20,14,7,1,11,0,52,28,6,22,17,15,15,6,10,22,6,5,1,26,6,3,68,31,17,21,3,9,15,7,10,14,28,25,7,2,2,6,59,35,5,17,3,13,25,9,14,18,2,42,6,11,10,15,31,29,11,16,7,7,16,2,12,21,21,25,10,10,7,3,59,27,5,15,2,18,16,10,12,16,17,21,2,10,3,19,63,30,11,14,7,4,16,2,13,24,10,44,20,4,13,6,38,30,4,14,2,11,16,7,13,24,4,44,6,10,13,20,38,30,11,14,7,4,16,2,13,24,10,44,20,4,13,6,38,30,4,14,2,11,16,7,13,24,4,44,6,10,13,20,38
a,16,14,12,9,14,28,9,18,16,9,20,16,9,18,16,32,16,14,12,9,14,28,9,18,16,9,20,16,9,18,16,32,16,14,12,9,14,28,9,18,16,9,20,16,9,18,16,32,16,14,12,9,14,28,9,18,16,9,20,16,9,18,16,32,20,19,10,3,18,18,34,2,13,24,9,11,8,5,7,55,21,19,14,28,19,19,0,6,13,3,7,6,26,7,8,60,18,22,14,6,23,14,31,1,14,22,9,8,5,8,7,54,17,18,16,6,18,16,1,6,14,15,10,5,25,9,5,75,24,16,17,10,12,19,7,13,8,18,21,9,4,6,11,61,22,15,8,11,16,28,10,21,8,6,22,16,14,10,14,35,29,10,9,9,10,21,7,13,11,12,23,8,4,6,11,73,24,15,12,7,16,22,11,5,19,6,18,12,7,10,7,65,20,15,12,10,15,30,10,20,12,8,20,15,8,16,15,30,20,15,12,10,15,30,10,20,12,8,20,15,8,16,15,30,20,15,12,10,15,30,10,20,12,8,20,15,8,16,15,30,20,15,12,10,15,30,10,20,12,8,20,15,8,16,15,30
a,22,24,14,14,24,22,14,16,10,8,18,18,8,8,18,18,22,24,14,14,24,22,14,16,10,8,18,18,8,8,18,18,22,24,14,14,24,22,14,16,10,8,18,18,8,8,18,18,22,24,14,14,24,22,14,16,10,8,18,18,8,8,18,18,19,24,13,8,23,13,36,1,16,25,7,11,10,8,8,34,24,18,19,22,19,19,11,12,14,14,4,5,26,6,6,37,25,21,14,16,16,12,29,0,19,19,8,6,7,8,6,50,19,18,24,23,18,13,14,12,14,13,2,2,24,7,4,49,25,21,19,11,20,16,13,7,9,28,11,13,8,7,12,36,24,22,16,16,22,22,16,14,8,10,16,16,10,12,16,16,28,17,16,15,19,16,12,10,13,8,15,13,19,12,13,30,23,20,14,13,21,13,19,8,15,17,11,11,7,9,14,41,24,24,4,6,24,24,6,8,16,16,20,18,16,14,18,18,24,24,4,6,24,24,6,8,16,16,20,18,16,14,18,18,24,24,4,6,24,24,6,8,16,16,20,18,16,14,18,18,24,24,4,6,24,24,6,8,16,16,20,18,16,14,18,18
a,42,18,9,7,12,32,4,10,6,5,39,18,2,6,14,32,42,12,9,4,18,32,7,10,6,2,39,14,5,6,18,32,42,18,9,7,12,32,4,10,6,5,39,18,2,6,14,32,42,12,9,4,18,32,7,10,6,2,39,14,5,6,18,32,22,20,29,11,10,11,35,9,17,17,13,8,5,10,2,37,31,10,32,15,12,18,19,22,9,15,6,2,16,6,1,42,21,14,32,23,8,5,25,8,19,22,5,0,8,10,2,54,27,8,30,29,13,17,8,12,9,6,5,3,24,3,3,59,25,17,17,7,10,19,4,8,25,20,16,11,11,15,8,43,27,8,15,4,13,22,6,11,30,12,24,8,17,27,12,20,26,13,14,5,9,19,5,9,28,25,24,10,10,18,8,33,27,10,11,3,15,20,8,8,26,18,20,8,16,16,12,38,39,20,9,3,12,32,2,7,9,6,39,19,4,9,14,32,39,12,9,2,20,32,3,7,9,4,39,14,6,9,19,32,39,20,9,3,12,32,2,7,9,6,39,19,4,9,14,32,39,12,9,2,20,32,3,7,9,4,39,14,6,9,19,32
a,42,14,18,6,14,42,6,18,6,2,30,10,2,6,10,30,42,14,18,6,14,42,6,18,6,2,30,10,2,6,10,30,42,14,18,6,14,42,6,18,6,2,30,10,2,6,10,30,42,14,18,6,14,42,6,18,6,2,30,10,2,6,10,30,31,17,23,5,11,20,30,16,17,12,13,7,3,12,8,31,27,9,30,20,11,25,9,24,17,6,6,4,15,15,5,33,31,14,25,12,13,17,26,14,17,11,11,5,3,12,4,41,24,10,32,13,11,23,12,27,15,10,6,5,11,13,4,40,28,9,18,6,11,27,6,17,19,25,18,5,8,14,8,37,30,10,18,6,10,34,6,18,24,8,24,8,8,20,8,24,30,11,18,6,10,22,6,14,27,12,21,8,16,18,8,29,26,14,14,5,13,25,12,15,27,10,14,11,9,17,12,32,42,14,6,2,14,42,2,6,18,6,30,10,6,18,10,30,42,14,6,2,14,42,2,6,18,6,30,10,6,18,10,30,42,14,6,2,14,42,2,6,18,6,30,10,6,18,10,30,42,14,6,2,14,42,2,6,18,6,30,10,6,18,10,30
a,17,12,20,8,26,24,22,23,8,4,19,8,10,10,22,23,17,19,20,19,28,14,21,14,8,8,19,18,10,6,21,14,17,28,20,21,19,14,19,14,8,10,19,21,8,6,18,14,17,26,20,22,12,24,8,23,8,10,19,22,4,10,8,23,17,12,21,6,18,11,42,13,19,19,6,1,21,20,8,22,16,16,16,18,20,10,14,6,22,24,4,7,40,12,4,27,24,14,22,29,11,7,25,9,23,25,4,1,16,13,2,31,13,16,19,21,14,16,8,10,21,26,4,3,22,24,3,36,19,15,20,8,18,18,20,20,12,25,5,10,13,15,9,29,16,17,16,16,23,13,20,12,20,20,12,11,23,14,14,9,16,18,16,20,20,6,16,12,21,23,6,11,32,8,11,20,15,20,16,20,11,15,14,20,22,29,3,6,9,23,7,26,17,12,7,2,28,28,6,6,20,10,20,8,24,23,22,23,16,19,8,6,27,16,7,4,21,20,19,19,26,14,20,14,16,27,8,7,19,16,6,4,21,26,19,20,20,14,19,14,17,28,7,6,12,28,2,6,20,24,20,22,10,23,8,23
