class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
a,0,0,1,57,0,0,95,628,2,100,0,406,59,620,409,132312
a,0,0,2,43,0,0,128,654,0,134,3,426,44,649,431,148807
a,0,0,2,70,0,0,206,613,1,228,1,543,67,595,568,168502
a,0,0,2,103,0,0,195,763,1,190,5,621,115,757,604,256234
a,0,0,3,89,0,0,153,566,2,171,1,481,99,539,489,133937
a,0,0,3,118,0,0,151,568,1,148,9,615,125,566,605,150363
a,0,0,3,111,0,0,193,711,1,203,5,629,118,696,632,215254
a,0,1,2,105,0,0,180,685,1,181,7,583,114,676,576,202551
a,0,0,2,94,0,0,172,864,2,165,4,651,95,870,643,283198
a,0,1,3,118,0,0,184,807,0,177,0,607,133,802,586,261807
a,0,0,3,125,0,0,156,763,1,154,3,579,123,769,579,238317
a,0,1,2,38,0,0,360,835,1,354,1,699,40,840,692,286658
a,1,1,3,24,0,3,507,1029,2,496,2,826,20,1045,820,408670
a,0,0,3,88,0,0,209,597,1,211,6,597,98,587,589,176366
a,0,1,2,19,1,0,473,904,1,482,1,700,23,892,705,308836
a,1,1,2,24,0,0,474,951,2,476,2,727,32,941,722,337870
a,2,0,3,31,1,0,501,1010,1,512,3,769,34,998,776,391629
a,1,0,1,16,1,0,513,962,1,516,0,734,21,954,731,340705
a,0,0,3,16,2,0,668,1098,1,681,1,803,18,1085,812,441036
a,1,1,2,20,1,1,474,919,2,465,1,810,15,933,806,353751
a,1,1,2,7,1,0,431,923,1,444,2,667,13,905,674,298428
a,1,1,3,25,1,0,560,966,2,568,2,812,27,957,818,404217
a,1,0,2,20,0,0,547,848,2,551,0,789,21,843,792,296985
a,1,1,3,26,1,0,506,948,2,511,1,802,22,948,811,351826
a,0,0,3,90,0,0,267,900,1,251,2,678,84,924,668,304712
a,0,1,3,68,0,0,256,850,1,263,3,572,69,844,579,261716
a,0,1,2,45,0,0,285,856,2,290,1,581,36,860,596,256545
a,0,0,3,38,1,0,259,765,2,237,4,541,33,793,523,204737
a,0,0,4,66,1,1,180,736,1,176,0,470,61,748,470,167655
a,0,0,2,67,1,0,166,731,0,182,0,474,65,719,491,175608
a,0,0,3,67,0,0,192,770,0,187,0,513,74,771,501,228764
a,0,1,3,69,1,1,182,821,1,167,1,496,69,838,481,212629
