class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,20,24,22,26,24,10,26,10,16,20,6,10,20,8,10,4,20,24,22,26,24,10,26,10,16,20,6,10,20,8,10,4,20,24,22,26,24,10,26,10,16,20,6,10,20,8,10,4,20,24,22,26,24,10,26,10,16,20,6,10,20,8,10,4,44,21,37,21,34,9,10,8,6,14,1,4,3,3,15,26,43,40,29,2,32,11,20,5,2,5,9,15,9,1,1,32,52,17,33,13,31,8,15,11,7,17,2,8,3,4,14,21,40,44,26,3,36,10,19,3,2,5,11,14,6,2,1,34,28,38,12,7,37,10,13,4,16,36,8,2,18,2,9,16,26,38,14,13,38,11,8,4,16,20,8,9,32,4,4,11,32,41,11,2,31,10,13,2,19,33,5,4,19,2,8,24,30,36,16,4,40,10,3,2,22,25,8,6,18,0,9,27,20,24,18,21,24,10,21,8,18,29,8,6,29,12,6,2,20,24,18,21,24,10,21,8,18,29,8,6,29,12,6,2,20,24,18,21,24,10,21,8,18,29,8,6,29,12,6,2,20,24,18,21,24,10,21,8,18,29,8,6,29,12,6,2
a,55,33,8,5,17,22,2,5,28,14,21,12,7,12,6,9,48,32,6,6,33,17,5,2,24,15,18,11,14,7,12,6,48,33,6,5,32,17,6,2,24,14,18,12,15,7,11,6,55,17,8,2,33,22,5,5,28,7,21,6,14,12,12,9,43,21,38,6,16,12,28,6,25,15,5,7,5,12,1,16,57,38,13,12,30,15,9,0,10,3,18,4,10,0,7,30,40,24,30,9,26,7,29,7,23,8,8,6,10,8,1,20,64,14,17,10,42,16,7,1,7,3,17,3,9,1,6,39,54,33,21,7,11,7,9,12,26,26,5,9,6,7,2,21,46,22,16,14,41,4,6,8,21,16,6,2,20,1,7,26,38,25,23,11,28,6,13,9,35,29,2,2,7,5,9,14,53,20,22,2,24,21,12,4,29,2,11,8,18,8,2,20,49,30,34,17,15,21,9,13,14,7,15,10,3,6,5,8,42,31,30,16,30,15,16,9,12,7,12,10,7,3,11,5,42,30,30,16,31,15,16,9,12,7,12,11,7,3,10,5,49,15,34,9,30,21,17,13,14,3,15,5,7,6,10,8
a,52,21,28,12,28,14,16,8,18,9,14,6,12,6,8,4,50,22,28,12,36,7,20,4,20,8,14,6,14,3,10,2,50,36,28,20,22,7,12,4,20,14,14,10,8,3,6,2,52,28,28,16,21,14,12,8,18,12,14,8,9,6,6,4,50,18,38,7,29,10,36,8,18,9,4,3,9,5,2,10,69,25,20,11,32,7,13,0,14,1,11,10,18,1,2,22,70,33,30,21,13,2,13,6,8,12,2,7,5,2,8,24,64,28,19,8,32,7,18,1,10,3,9,12,14,3,2,26,65,25,12,5,19,8,11,5,32,28,4,10,6,9,4,13,58,16,15,8,39,4,4,3,35,8,4,3,29,2,4,24,50,31,18,13,21,5,8,3,35,30,5,3,22,3,2,7,66,19,20,9,21,14,3,5,39,4,7,3,16,7,1,22,49,22,24,8,28,14,13,7,28,12,11,6,16,8,7,3,49,22,24,8,36,8,14,2,28,12,11,6,20,4,10,2,49,36,24,14,22,8,8,2,28,20,11,10,12,4,6,2,49,28,24,13,22,14,8,7,28,16,11,7,12,8,6,3
a,0,36,0,30,36,24,30,20,0,18,0,12,18,12,12,8,0,36,0,30,36,24,30,20,0,18,0,12,18,12,12,8,0,36,0,30,36,24,30,20,0,18,0,12,18,12,12,8,0,36,0,30,36,24,30,20,0,18,0,12,18,12,12,8,15,20,10,15,42,8,33,5,0,36,0,6,14,23,5,24,25,50,2,4,47,21,3,3,12,3,10,5,9,4,3,55,43,33,19,13,37,5,6,4,3,8,0,1,6,10,5,63,41,33,2,11,35,1,17,0,14,5,2,7,8,7,3,70,50,44,14,10,9,2,25,3,17,8,1,2,7,9,2,53,0,36,0,36,36,24,36,24,0,18,0,6,18,12,6,4,34,29,14,12,11,19,26,6,30,10,6,0,3,11,1,44,16,42,0,12,22,12,32,20,18,20,2,3,13,3,0,41,0,30,0,24,30,20,24,16,0,30,0,12,30,20,12,8,0,30,0,24,30,20,24,16,0,30,0,12,30,20,12,8,0,30,0,24,30,20,24,16,0,30,0,12,30,20,12,8,0,30,0,24,30,20,24,16,0,30,0,12,30,20,12,8
a,40,15,40,15,15,10,15,10,40,18,8,0,18,12,0,0,40,15,40,15,15,10,15,10,40,18,8,0,18,12,0,0,40,15,40,15,15,10,15,10,40,18,8,0,18,12,0,0,40,15,40,15,15,10,15,10,40,18,8,0,18,12,0,0,54,17,30,14,18,10,27,5,32,12,5,3,12,8,1,8,76,15,22,21,29,7,6,2,12,6,8,2,9,2,6,33,69,23,28,9,18,4,17,7,19,9,2,6,6,5,6,28,73,19,17,7,34,8,8,2,12,1,10,9,11,0,4,41,75,24,18,7,13,4,12,5,30,7,1,12,11,12,1,24,60,14,23,12,24,11,5,5,30,8,6,1,29,0,2,26,55,18,29,11,20,8,10,8,28,28,5,0,16,3,5,12,70,16,28,7,10,17,6,7,38,5,7,6,9,9,1,20,40,12,40,15,12,8,15,10,40,21,8,0,21,14,0,0,40,12,40,15,12,8,15,10,40,21,8,0,21,14,0,0,40,12,40,15,12,8,15,10,40,21,8,0,21,14,0,0,40,12,40,15,12,8,15,10,40,21,8,0,21,14,0,0
a,20,27,24,27,31,5,34,5,16,21,4,5,25,5,6,1,15,25,18,30,30,10,36,12,12,20,3,5,24,8,6,2,15,30,18,36,25,10,30,12,12,24,3,6,20,8,5,2,20,31,24,34,27,5,27,5,16,25,4,6,21,5,5,1,14,20,24,24,21,3,41,4,20,25,5,9,30,5,7,4,33,11,28,37,36,9,13,4,7,21,5,0,11,4,18,19,30,36,35,20,11,14,16,1,11,19,3,10,21,3,0,26,43,23,32,19,39,7,11,0,5,11,10,2,9,0,11,34,49,28,10,8,17,3,22,2,34,12,2,15,23,9,0,22,11,18,13,23,44,4,12,8,21,34,3,6,37,3,11,8,33,28,4,11,18,6,14,6,38,34,2,4,22,6,4,26,25,32,20,9,18,13,16,0,54,14,9,2,13,6,2,23,22,28,16,20,33,4,24,5,22,27,4,5,33,6,6,1,17,28,12,20,33,12,24,8,16,27,3,5,33,10,6,2,17,33,12,24,28,12,20,8,16,33,3,6,27,10,5,2,22,33,16,24,28,4,20,5,22,33,4,6,27,6,5,1
a,33,21,13,5,35,20,10,6,23,13,11,9,21,13,14,9,33,35,13,10,21,20,5,6,23,21,11,14,13,13,9,9,33,21,13,5,35,20,10,6,23,13,11,9,21,13,14,9,33,35,13,10,21,20,5,6,23,21,11,14,13,13,9,9,35,19,22,11,31,17,43,10,16,7,7,6,13,7,3,9,51,34,11,26,34,20,1,1,7,8,20,4,7,2,11,19,49,29,31,11,24,11,17,6,11,12,7,5,8,5,2,28,52,32,13,18,37,21,4,0,5,7,19,6,4,2,9,27,52,20,11,5,20,12,19,9,27,27,4,11,11,10,4,14,54,19,14,10,38,9,9,10,14,19,6,3,9,4,9,29,33,20,15,6,24,13,19,11,28,47,3,1,13,4,5,14,47,26,12,16,27,11,9,11,15,19,3,8,25,1,11,15,32,20,24,16,33,20,24,15,10,6,14,6,10,6,13,7,32,33,24,24,20,20,16,15,10,10,14,13,6,6,6,7,32,20,24,16,33,20,24,15,10,6,14,6,10,6,13,7,32,33,24,24,20,20,16,15,10,10,14,13,6,6,6,7
a,56,19,32,12,19,16,12,6,24,13,16,4,13,6,4,4,56,19,32,12,19,16,12,6,24,13,16,4,13,6,4,4,56,19,32,12,19,16,12,6,24,13,16,4,13,6,4,4,56,19,32,12,19,16,12,6,24,13,16,4,13,6,4,4,54,21,46,13,22,11,32,8,15,6,6,3,5,4,1,9,74,20,26,17,31,8,8,0,5,1,10,4,11,0,7,34,60,22,46,11,22,8,29,8,11,6,3,7,3,3,1,16,77,22,16,11,34,12,12,1,5,2,17,3,3,2,11,28,75,22,9,2,16,8,6,3,36,21,4,11,10,13,3,17,67,16,9,3,28,20,0,1,42,4,15,1,17,1,2,30,54,23,14,5,19,10,5,4,48,33,5,1,15,8,2,10,69,17,12,7,14,16,4,1,52,12,4,6,12,11,1,18,50,19,30,11,19,12,11,10,32,12,16,6,12,8,6,2,50,19,30,11,19,12,11,10,32,12,16,6,12,8,6,2,50,19,30,11,19,12,11,10,32,12,16,6,12,8,6,2,50,19,30,11,19,12,11,10,32,12,16,6,12,8,6,2
a,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,33,15,22,6,12,19,8,9,19,6,7,4,53,21,30,20,34,8,11,8,7,18,2,2,6,3,13,20,68,32,20,10,12,5,18,5,13,9,2,13,9,6,4,30,52,26,11,19,46,12,13,1,5,11,14,3,1,2,9,31,66,30,5,16,24,5,14,2,13,8,7,9,22,6,2,27,57,17,7,14,42,10,3,6,16,13,10,1,23,0,12,25,34,29,12,15,29,10,14,6,25,30,4,3,22,5,5,13,50,27,8,12,22,14,18,3,33,11,6,7,10,18,7,10,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4,32,34,12,18,34,16,18,6,12,19,8,9,19,6,9,4
a,44,16,28,12,15,11,12,8,48,18,8,2,19,12,2,1,26,32,20,23,28,0,19,0,30,36,4,5,29,0,4,0,26,28,20,19,32,0,23,0,30,29,4,4,36,0,5,0,44,15,28,12,16,11,12,8,48,19,8,2,18,12,2,1,40,15,43,17,15,10,33,5,32,12,5,2,12,8,1,6,47,31,44,22,23,2,15,6,7,11,8,1,13,0,1,25,52,21,34,23,38,0,8,9,13,15,3,0,8,0,12,20,76,9,21,2,23,4,10,13,19,6,3,10,18,2,6,34,70,28,15,7,10,4,11,5,34,12,3,11,13,12,0,21,66,18,15,10,21,6,6,0,40,4,7,3,11,10,3,36,27,27,19,19,35,0,20,0,34,23,4,2,37,0,3,6,53,11,23,12,12,14,12,2,60,9,6,2,8,17,2,13,40,15,48,19,15,10,18,13,32,12,8,2,12,8,3,1,26,31,31,37,25,0,32,0,19,23,4,5,20,0,3,0,26,25,31,32,31,0,37,0,19,20,4,3,23,0,5,0,40,15,48,18,15,10,19,13,32,12,8,3,12,8,2,1
a,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,48,25,32,13,26,5,27,4,27,16,3,4,13,4,0,9,55,27,31,17,34,6,1,2,20,12,6,0,9,2,12,22,69,30,29,14,17,6,16,3,13,0,3,7,9,2,1,37,74,17,15,16,36,4,7,1,10,10,9,3,7,0,8,39,58,26,21,10,20,4,15,3,38,13,0,8,12,8,1,19,52,24,22,15,49,4,3,2,23,13,6,3,6,0,8,26,49,25,24,11,22,5,15,3,38,28,0,2,10,3,3,18,52,32,25,13,30,6,5,1,24,13,5,7,19,0,4,20,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1,49,28,28,16,28,7,16,4,28,16,7,4,16,4,4,1
a,0,48,0,12,48,32,12,8,0,24,0,12,24,16,12,8,0,48,0,12,48,32,12,8,0,24,0,12,24,16,12,8,0,48,0,12,48,32,12,8,0,24,0,12,24,16,12,8,0,48,0,12,48,32,12,8,0,24,0,12,24,16,12,8,0,24,0,30,24,16,37,13,0,36,0,6,36,24,4,6,41,18,16,26,40,11,9,5,0,25,3,1,20,5,9,27,49,36,18,15,21,2,10,10,0,21,1,8,18,12,10,25,14,46,9,13,43,3,20,1,23,3,2,14,22,10,2,31,35,47,1,15,24,3,28,10,17,8,0,14,21,9,0,24,5,25,4,32,58,9,10,19,6,19,2,4,34,2,12,15,3,41,0,23,28,13,36,24,4,43,0,2,20,4,6,9,6,23,0,36,29,18,30,21,14,27,0,0,23,14,3,12,0,48,0,24,48,32,24,16,0,12,0,12,12,8,12,8,0,48,0,24,48,32,24,16,0,12,0,12,12,8,12,8,0,48,0,24,48,32,24,16,0,12,0,12,12,8,12,8,0,48,0,24,48,32,24,16,0,12,0,12,12,8,12,8
a,64,32,16,8,16,16,4,4,32,16,16,8,8,8,4,4,32,48,8,12,32,16,8,4,16,24,8,12,16,8,8,4,32,32,9,11,48,16,9,3,16,16,8,8,24,8,12,4,64,16,16,4,32,16,8,4,32,8,16,4,16,8,8,4,44,14,38,4,14,3,21,7,39,24,4,7,8,12,2,15,41,46,10,12,19,10,14,2,17,6,16,12,21,3,1,26,45,30,15,14,16,0,21,2,27,21,2,3,6,10,3,41,87,7,11,7,26,6,7,6,9,3,6,9,22,1,5,44,37,21,44,22,10,6,11,12,34,26,7,1,5,3,2,15,38,15,42,2,31,0,26,5,3,24,6,4,18,3,1,38,42,24,17,4,18,0,31,12,28,18,0,8,19,7,4,24,46,7,39,9,14,14,18,6,39,11,11,0,17,7,2,16,64,32,32,16,16,16,8,8,16,8,16,8,4,4,4,4,32,48,16,24,32,16,16,8,12,7,8,12,7,6,8,4,32,32,16,16,48,16,24,8,8,8,8,8,12,4,12,4,64,16,32,8,32,16,16,8,16,4,16,4,8,4,8,4
a,30,17,26,16,35,11,32,11,15,9,9,6,18,6,11,4,36,21,30,23,22,10,22,12,18,12,12,8,12,6,8,4,36,22,30,22,21,10,23,12,18,12,12,8,12,6,8,4,30,35,26,32,17,11,16,11,15,18,9,11,9,6,6,4,40,15,22,10,32,9,44,9,16,10,8,6,16,7,3,9,57,25,9,17,41,6,7,0,16,6,14,9,17,1,4,27,60,31,27,12,17,2,13,8,12,16,4,4,9,4,7,30,74,23,5,7,29,4,10,5,16,3,5,17,12,4,6,36,50,18,13,7,28,10,21,6,22,28,4,5,15,8,9,12,49,21,18,13,46,4,11,9,16,9,9,6,15,0,5,25,47,22,20,12,22,8,13,8,19,42,6,0,16,4,6,11,45,39,15,12,14,12,10,3,34,21,5,7,8,10,4,17,33,19,14,9,39,12,15,6,27,16,6,4,32,11,10,3,37,22,17,12,23,10,11,6,33,23,9,7,23,12,7,4,37,23,17,11,22,10,12,6,33,23,9,7,23,12,7,4,33,39,14,15,19,12,9,6,27,32,6,10,16,11,4,3
a,50,25,16,9,25,34,9,12,12,5,18,9,5,6,9,12,50,25,16,9,25,34,9,12,12,5,18,9,5,6,9,12,50,25,16,9,25,34,9,12,12,5,18,9,5,6,9,12,50,25,16,9,25,34,9,12,12,5,18,9,5,6,9,12,32,10,36,8,18,10,33,12,22,15,6,5,11,20,2,16,54,22,21,12,34,18,13,0,7,4,16,1,4,7,4,39,49,13,28,24,21,17,10,5,17,12,5,0,6,9,15,25,54,23,15,1,38,18,15,1,11,9,16,5,3,7,2,38,41,20,20,10,11,10,15,20,28,34,7,3,5,10,5,17,32,14,27,15,19,14,14,20,21,13,8,6,29,6,2,16,34,12,17,14,43,6,8,14,21,14,5,3,24,2,15,24,45,24,13,7,14,6,10,19,26,26,3,13,21,1,2,26,46,23,14,7,23,32,7,8,18,9,18,9,9,12,9,12,46,23,14,7,23,32,7,8,18,9,18,9,9,12,9,12,46,23,14,7,23,32,7,8,18,9,18,9,9,12,9,12,46,23,14,7,23,32,7,8,18,9,18,9,9,12,9,12
