class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
a,68,41,24,15,25,0,8,0,36,24,0,0,15,0,0,0,74,34,25,12,25,0,9,0,45,18,0,0,14,0,0,0,74,25,25,9,34,0,12,0,45,14,0,0,18,0,0,0,68,25,24,8,41,0,15,0,36,15,0,0,24,0,0,0,92,23,34,6,21,0,3,0,4,9,0,0,7,0,0,57,70,25,20,7,17,0,9,0,27,9,0,0,5,0,0,67,82,26,30,1,35,0,3,0,12,1,0,0,0,0,0,66,79,29,33,4,36,0,4,0,2,0,0,0,6,0,0,63,74,45,30,13,25,0,12,0,25,13,0,0,3,0,0,16,81,36,36,16,27,0,10,0,27,12,0,0,11,0,0,0,91,24,26,3,24,0,9,0,26,9,0,0,4,0,0,40,91,24,27,4,21,0,17,0,21,8,0,0,11,0,0,32,68,41,40,25,24,0,15,0,20,14,0,0,9,0,0,0,78,34,42,20,25,0,15,0,24,10,0,0,8,0,0,0,78,25,42,15,34,0,20,0,24,8,0,0,10,0,0,0,68,24,40,15,41,0,25,0,20,9,0,0,14,0,0,0
a,66,41,23,14,24,0,9,0,39,25,0,0,15,0,0,0,58,32,20,12,41,0,14,0,34,20,0,0,25,0,0,0,58,41,20,14,32,0,12,0,34,25,0,0,20,0,0,0,66,24,23,9,41,0,14,0,39,15,0,0,25,0,0,0,73,30,44,9,26,0,20,0,16,17,0,0,2,0,0,19,63,36,30,11,45,0,10,0,7,4,0,0,5,0,0,45,66,38,34,4,36,0,7,0,5,2,0,0,3,0,0,61,52,15,35,7,26,0,11,0,28,10,0,0,12,0,0,60,79,36,12,7,12,0,8,0,37,18,0,0,7,0,0,40,51,28,27,16,37,0,19,0,34,20,0,0,24,0,0,0,59,43,18,5,23,0,15,0,41,22,0,0,11,0,0,19,77,31,13,0,21,0,20,0,43,11,0,0,5,0,0,35,70,42,37,25,26,0,14,0,21,13,0,0,8,0,0,0,59,34,35,20,43,0,24,0,18,10,0,0,13,0,0,0,59,43,35,24,34,0,20,0,18,13,0,0,10,0,0,0,70,26,37,14,42,0,25,0,21,8,0,0,13,0,0,0
a,70,43,19,15,27,0,9,0,39,22,0,0,12,0,0,0,70,27,19,9,43,0,15,0,39,12,0,0,22,0,0,0,70,43,19,15,27,0,9,0,39,22,0,0,12,0,0,0,70,27,19,9,43,0,15,0,39,12,0,0,22,0,0,0,81,33,39,5,30,0,19,0,11,11,0,0,1,0,0,26,84,19,17,14,30,0,1,0,26,2,0,0,13,0,0,50,98,30,21,4,8,0,13,0,2,10,0,0,2,0,0,68,89,12,22,2,25,0,12,0,12,8,0,0,2,0,0,72,92,36,10,6,7,0,5,0,32,14,0,0,8,0,0,46,70,27,19,9,43,0,15,0,39,12,0,0,22,0,0,0,76,31,10,12,21,0,2,0,29,6,0,0,14,0,0,55,88,26,10,5,19,0,15,0,38,16,0,0,6,0,0,33,72,45,33,23,26,0,15,0,23,12,0,0,7,0,0,0,72,26,33,15,45,0,23,0,23,7,0,0,12,0,0,0,72,45,33,23,26,0,15,0,23,12,0,0,7,0,0,0,72,26,33,15,45,0,23,0,23,7,0,0,12,0,0,0
a,72,56,35,23,0,0,0,0,37,33,0,0,0,0,0,0,72,0,35,0,56,0,23,0,37,0,0,0,33,0,0,0,72,56,35,23,0,0,0,0,37,33,0,0,0,0,0,0,72,0,35,0,56,0,23,0,37,0,0,0,33,0,0,0,92,52,48,17,0,0,18,0,4,14,0,0,0,0,0,11,81,0,38,8,63,0,12,0,18,0,0,0,5,0,0,31,83,55,49,14,5,0,17,0,9,8,0,0,0,0,0,16,81,2,45,3,44,0,25,0,10,6,0,0,5,0,0,35,86,53,9,9,0,0,0,0,45,24,0,0,5,0,0,25,81,0,18,0,63,0,9,0,45,0,0,0,39,0,0,1,81,59,13,4,0,0,0,0,49,24,0,0,0,0,0,26,86,0,7,0,56,0,8,0,49,12,0,0,9,0,0,29,71,52,37,33,0,0,0,0,36,27,0,0,0,0,0,0,71,0,37,0,52,0,33,0,36,0,0,0,27,0,0,0,71,52,37,33,0,0,0,0,36,27,0,0,0,0,0,0,71,0,37,0,52,0,33,0,36,0,0,0,27,0,0,0
a,49,52,23,29,34,0,20,0,24,15,0,0,10,0,0,0,49,34,23,20,52,0,29,0,24,10,0,0,15,0,0,0,49,52,23,29,34,0,20,0,24,15,0,0,10,0,0,0,49,34,23,20,52,0,29,0,24,10,0,0,15,0,0,0,63,32,45,8,35,0,18,0,6,12,0,0,6,0,0,31,80,14,20,3,32,0,15,0,19,19,0,0,0,0,0,54,83,20,30,20,24,0,9,0,5,10,0,0,12,0,0,43,89,15,13,1,24,0,12,0,22,16,0,0,2,0,0,62,76,48,15,4,4,0,7,0,36,13,0,0,10,0,0,43,47,32,16,10,47,0,16,0,38,17,0,0,33,0,0,0,65,44,13,3,20,0,6,0,48,9,0,0,6,0,0,42,58,30,9,4,49,0,5,0,47,3,0,0,3,0,0,48,42,47,22,13,32,0,8,0,32,36,0,0,24,0,0,0,42,32,22,8,47,0,13,0,32,24,0,0,36,0,0,0,42,47,22,13,32,0,8,0,32,36,0,0,24,0,0,0,42,32,22,8,47,0,13,0,32,24,0,0,36,0,0,0
a,34,33,36,26,33,0,26,0,26,21,0,0,21,0,0,0,34,33,36,26,33,0,26,0,26,21,0,0,21,0,0,0,34,33,36,26,33,0,26,0,26,21,0,0,21,0,0,0,34,33,36,26,33,0,26,0,26,21,0,0,21,0,0,0,77,19,21,20,21,0,6,0,20,4,0,0,21,0,0,47,86,15,24,2,18,0,20,0,18,20,0,0,2,0,0,51,91,13,17,26,16,0,11,0,11,6,0,0,23,0,0,42,74,13,17,5,32,0,3,0,34,10,0,0,5,0,0,63,47,42,35,2,7,0,12,0,52,13,0,0,6,0,0,40,38,23,20,29,30,0,23,0,40,22,0,0,27,0,0,4,50,31,42,5,4,0,5,0,52,9,0,0,6,0,0,52,59,24,16,5,23,0,13,0,42,16,0,0,2,0,0,56,40,34,28,16,34,0,16,0,28,30,0,0,30,0,0,0,40,34,28,16,34,0,16,0,28,30,0,0,30,0,0,0,40,34,28,16,34,0,16,0,28,30,0,0,30,0,0,0,40,34,28,16,34,0,16,0,28,30,0,0,30,0,0,0
a,54,44,18,16,44,0,16,0,24,20,0,0,20,0,0,0,54,44,18,16,44,0,16,0,24,20,0,0,20,0,0,0,54,44,18,16,44,0,16,0,24,20,0,0,20,0,0,0,54,44,18,16,44,0,16,0,24,20,0,0,20,0,0,0,83,19,19,18,35,0,15,0,14,11,0,0,17,0,0,25,63,32,9,4,42,0,11,0,34,20,0,0,12,0,0,29,85,22,24,19,28,0,7,0,5,8,0,0,15,0,0,43,85,18,8,2,34,0,14,0,25,17,0,0,7,0,0,46,69,48,26,9,13,0,13,0,24,20,0,0,7,0,0,27,50,40,26,22,40,0,22,0,20,18,0,0,18,0,0,0,59,41,20,5,34,0,18,0,33,15,0,0,11,0,0,20,71,29,10,13,36,0,12,0,36,5,0,0,11,0,0,33,50,43,22,18,43,0,18,0,24,19,0,0,19,0,0,0,50,43,22,18,43,0,18,0,24,19,0,0,19,0,0,0,50,43,22,18,43,0,18,0,24,19,0,0,19,0,0,0,50,43,22,18,43,0,18,0,24,19,0,0,19,0,0,0
a,62,39,19,11,22,0,9,0,47,30,0,0,17,0,0,0,62,22,19,9,39,0,11,0,47,17,0,0,30,0,0,0,62,39,19,11,22,0,9,0,47,30,0,0,17,0,0,0,62,22,19,9,39,0,11,0,47,17,0,0,30,0,0,0,97,18,18,11,20,0,13,0,18,20,0,0,15,0,0,26,70,26,11,4,45,0,5,0,43,9,0,0,10,0,0,33,100,22,15,15,13,0,3,0,15,6,0,0,17,0,0,50,97,15,12,5,25,0,9,0,23,12,0,0,5,0,0,53,74,45,48,9,14,0,10,0,13,12,0,0,3,0,0,28,67,25,48,17,41,0,30,0,13,6,0,0,9,0,0,0,79,45,38,12,13,0,17,0,19,14,0,0,2,0,0,17,79,23,33,10,36,0,15,0,19,9,0,0,12,0,0,20,60,40,45,26,24,0,15,0,23,14,0,0,9,0,0,0,60,24,45,15,40,0,26,0,23,9,0,0,14,0,0,0,60,40,45,26,24,0,15,0,23,14,0,0,9,0,0,0,60,24,45,15,40,0,26,0,23,9,0,0,14,0,0,0
a,46,37,32,28,37,0,28,0,18,15,0,0,15,0,0,0,46,37,32,28,37,0,28,0,18,15,0,0,15,0,0,0,46,37,32,28,37,0,28,0,18,15,0,0,15,0,0,0,46,37,32,28,37,0,28,0,18,15,0,0,15,0,0,0,73,31,29,14,40,0,17,0,11,12,0,0,10,0,0,19,65,36,26,8,35,0,19,0,16,15,0,0,9,0,0,27,72,32,33,15,37,0,14,0,8,7,0,0,9,0,0,29,66,26,16,6,34,0,12,0,25,22,0,0,14,0,0,35,69,45,20,10,26,0,18,0,22,21,0,0,7,0,0,18,54,45,24,20,45,0,20,0,18,15,0,0,15,0,0,0,63,45,16,11,36,0,20,0,26,18,0,0,8,0,0,13,72,30,12,12,41,0,9,0,30,14,0,0,17,0,0,19,40,36,20,16,36,0,16,0,36,28,0,0,28,0,0,0,40,36,20,16,36,0,16,0,36,28,0,0,28,0,0,0,40,36,20,16,36,0,16,0,36,28,0,0,28,0,0,0,40,36,20,16,36,0,16,0,36,28,0,0,28,0,0,0
a,71,34,29,15,36,0,14,0,28,15,0,0,14,0,0,0,69,26,28,11,44,0,19,0,31,11,0,0,17,0,0,0,69,44,28,19,26,0,11,0,31,17,0,0,11,0,0,0,71,36,29,14,34,0,15,0,28,14,0,0,15,0,0,0,79,24,40,13,36,0,22,0,12,8,0,0,3,0,0,19,69,22,34,8,33,0,25,0,23,13,0,0,6,0,0,23,76,37,44,14,26,0,13,0,10,6,0,0,3,0,0,27,78,21,36,4,25,0,26,0,16,15,0,0,3,0,0,32,76,34,18,9,17,0,12,0,44,23,0,0,6,0,0,17,66,24,23,9,40,0,15,0,39,15,0,0,25,0,0,0,73,43,14,9,18,0,7,0,47,22,0,0,3,0,0,20,70,26,14,10,32,0,4,0,49,15,0,0,17,0,0,19,69,34,31,15,36,0,14,0,28,15,0,0,14,0,0,0,67,26,31,11,44,0,19,0,30,11,0,0,17,0,0,0,67,44,31,19,26,0,11,0,30,17,0,0,11,0,0,0,69,36,31,14,34,0,15,0,28,14,0,0,15,0,0,0
