class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
a,0,0,44,293,0,0,466,3102,8,561,9,1884,366,2970,1906,123080
a,0,0,69,203,0,0,629,3234,6,767,7,1948,256,3106,2033,139063
a,0,0,52,361,3,0,1047,2990,33,1215,13,2511,337,2865,2700,157269
a,0,3,68,493,0,0,1037,3712,11,1069,71,2824,625,3605,2727,243345
a,0,19,68,425,3,3,827,2708,10,951,58,2140,526,2541,2179,124072
a,0,2,72,579,3,0,735,2809,29,766,199,2685,657,2743,2637,139356
a,2,13,75,548,0,0,979,3472,26,1060,124,2819,640,3348,2821,202629
a,0,4,70,527,0,0,891,3367,43,930,98,2630,582,3300,2618,190602
a,0,4,70,432,3,0,851,4298,39,875,128,2926,501,4236,2882,269515
a,0,9,72,574,1,0,936,3967,31,932,48,2807,681,3905,2704,248558
a,0,13,69,592,2,0,799,3753,33,803,52,2682,649,3728,2640,225757
a,10,8,55,180,4,0,1760,4155,27,1801,25,3330,211,4111,3344,271500
a,39,27,46,122,1,0,2522,5045,26,2481,54,3907,131,5097,3883,390068
a,0,7,74,416,0,0,1026,2960,10,1122,136,2654,526,2818,2647,164956
a,14,16,39,112,18,0,2373,4412,37,2414,23,3337,131,4354,3357,292403
a,23,16,30,136,19,0,2360,4665,36,2387,29,3457,170,4598,3447,320852
a,46,11,59,134,4,0,2511,4946,33,2525,89,3612,181,4911,3586,373622
a,12,18,30,81,16,1,2684,4608,28,2646,10,3487,115,4614,3417,323389
a,25,3,66,91,31,0,3363,5335,29,3515,19,3728,100,5211,3843,420865
a,15,26,47,115,19,1,2369,4474,35,2366,13,3844,91,4513,3872,336402
a,38,9,36,50,21,0,2117,4532,36,2208,54,3116,76,4415,3169,282623
a,8,4,80,116,21,0,2779,4761,29,2902,60,3794,146,4659,3870,385731
a,15,1,45,106,8,0,2752,4158,42,2779,23,3758,107,4133,3777,279697
a,29,1,70,132,15,0,2480,4687,35,2577,25,3802,121,4636,3896,333903
a,0,0,76,457,10,0,1308,4449,38,1412,23,3060,456,4384,3155,289752
a,9,24,66,336,20,3,1301,4116,45,1346,24,2639,347,4081,2677,248191
a,1,10,52,249,10,0,1441,4172,33,1516,25,2672,204,4161,2792,242762
a,12,5,76,190,14,0,1287,3730,30,1320,17,2404,191,3742,2427,192491
a,10,19,61,334,23,18,870,3586,9,927,35,2138,335,3580,2190,156434
a,9,29,59,315,23,15,820,3546,9,945,4,2225,381,3405,2290,164431
a,0,0,68,344,0,0,934,3814,3,1012,7,2386,419,3726,2389,216740
a,7,25,60,331,20,49,890,3977,10,930,20,2261,384,3934,2253,200609
a,0,0,62,252,0,0,839,3402,18,1003,54,2184,283,3251,2317,163997
a,15,7,75,350,22,1,948,3430,29,1063,0,2189,412,3299,2227,165285
a,12,0,51,307,3,0,948,4084,25,895,7,2444,341,4129,2354,230416
a,25,18,58,318,31,6,993,4180,37,999,12,2441,302,4211,2450,232920
a,0,17,54,290,25,4,1149,3699,37,1162,18,2292,323,3670,2264,192021
a,0,10,68,314,4,0,893,3625,15,953,34,2407,355,3577,2432,201538
a,0,2,66,327,7,0,792,3857,20,895,53,2431,366,3761,2490,214853
a,0,0,67,337,2,0,918,4148,7,1046,21,2707,420,3997,2750,257109
a,0,0,71,223,0,0,917,3829,21,1065,11,2461,254,3700,2578,207182
a,0,0,66,390,0,0,961,4403,16,1078,32,2825,438,4288,2894,293973
a,7,0,73,256,1,0,965,4205,4,1099,26,2820,312,4084,2897,250023
a,0,9,69,380,0,0,1028,3109,20,1131,47,2472,399,3036,2565,168491
a,0,0,60,329,1,0,1091,3645,31,1190,41,2532,369,3535,2590,219811
a,0,0,64,250,4,0,1056,4026,3,1181,8,2729,344,3868,2756,252553
a,0,5,69,438,5,0,1012,3834,4,1132,108,2705,466,3751,2797,241230
a,0,0,73,358,0,0,1154,3915,21,1196,43,2861,405,3878,2856,252082
a,0,13,72,360,5,0,1161,3982,25,1300,38,2794,361,3889,2940,249832
a,0,0,75,416,2,0,1193,3936,31,1290,44,2771,433,3866,2849,246263
a,0,0,58,476,4,0,1770,5851,26,1726,42,4539,630,5773,4337,588640
a,6,0,68,664,0,0,1240,6033,0,1341,31,4116,787,5877,4094,562499
a,0,0,74,674,2,0,1426,5299,2,1526,51,4101,744,5201,4129,490860
a,0,0,70,429,3,0,1509,5567,2,1668,48,3982,490,5415,4077,498746
a,0,0,57,382,0,0,1003,3133,30,1206,56,2523,393,2946,2715,172612
a,0,11,72,694,7,0,1396,6020,3,1497,43,4414,801,5881,4412,584710
a,4,0,78,836,0,0,1334,5542,1,1409,45,4233,961,5419,4183,504484
a,9,4,69,781,0,0,1295,4977,9,1408,48,3852,804,4901,3946,424789
a,4,6,68,621,3,0,1416,5504,5,1541,69,4083,659,5404,4173,501344
a,2,14,73,615,0,0,1390,5688,12,1476,70,4194,779,5499,4130,519227
a,0,0,72,591,6,0,1234,5581,5,1385,35,3975,676,5412,4035,488218
a,3,0,75,515,1,0,1603,5058,14,1755,104,4117,545,4937,4238,455899
a,9,11,80,529,0,0,1849,4527,19,1976,112,4085,542,4448,4210,405973
a,3,0,66,314,6,0,1100,3753,7,1252,46,2552,359,3615,2653,221930
a,0,0,63,384,0,0,850,3483,24,985,49,2295,391,3380,2423,190429
a,8,8,79,244,4,0,1245,2941,31,1316,30,2370,249,2913,2440,155043
a,0,0,64,427,1,0,736,4253,26,884,92,2667,422,4148,2819,253341
a,0,5,65,440,4,0,738,3820,20,884,66,2395,483,3676,2499,218194
a,0,0,62,272,0,0,542,3254,11,707,7,1915,357,3055,1995,140704
a,0,11,63,484,0,0,789,4256,21,892,51,2738,591,4088,2745,268961
a,0,0,62,253,0,0,701,4194,15,845,21,2479,322,4028,2554,231535
a,0,11,66,409,0,0,826,3685,29,924,81,2534,436,3597,2616,212315
a,0,2,68,480,14,0,613,3599,34,812,34,2283,472,3442,2478,189070
a,0,5,55,381,6,0,741,3488,30,827,18,2174,397,3411,2243,181146
a,0,0,66,496,3,0,354,3849,32,523,14,2159,511,3699,2310,195748
a,0,10,62,509,0,0,906,4292,41,965,28,2804,612,4151,2770,287002
a,0,0,50,194,1,14,676,3601,10,877,5,2161,244,3390,2311,167516
a,29,12,44,82,17,0,1914,3690,27,1944,23,2695,100,3659,2702,187366
a,26,23,35,114,24,0,1975,4711,30,1933,15,3019,95,4777,2995,298324
a,20,11,36,79,23,10,2362,5220,26,2317,5,3469,89,5265,3402,380891
a,27,17,41,145,5,0,2296,4406,33,2235,31,3186,119,4501,3163,295639
a,19,15,30,118,16,0,2187,4783,30,2141,40,3435,109,4838,3397,332272
a,18,10,30,126,15,0,2268,4688,36,2255,3,3503,145,4676,3466,326861
a,48,46,26,71,40,6,2125,3410,43,2157,17,2484,109,3323,2484,178533
a,13,12,30,76,36,7,1967,4799,36,2096,27,2932,93,4647,3020,286018
a,19,20,33,100,10,0,1937,4258,36,1951,16,2941,121,4220,2944,244563
a,24,17,16,97,25,0,1807,3928,33,1808,24,2787,106,3901,2771,222266
a,0,0,65,240,1,0,773,3186,10,936,5,2071,296,3022,2177,148822
a,34,48,22,62,33,13,2414,4909,49,2424,15,3230,98,4836,3219,319650
a,31,35,34,146,22,15,2288,4558,43,2299,23,3574,158,4526,3586,338662
a,6,0,68,384,2,0,1237,4376,19,1401,71,3115,403,4242,3258,308602
a,0,0,65,453,4,0,1275,5877,16,1445,63,3764,497,5712,3886,513499
a,0,0,68,367,0,0,1008,4457,8,1167,31,2868,416,4309,2978,289239
a,0,0,65,403,10,0,1094,4124,19,1187,67,2698,462,4018,2722,256660
a,0,0,66,453,9,0,1076,4382,1,1255,45,2855,495,4226,2983,295754
a,2,0,66,276,20,0,1066,4606,12,1244,21,2807,298,4460,2943,296900
a,3,1,67,276,7,0,1374,4582,11,1512,43,3110,318,4458,3200,315700
a,0,3,68,438,4,0,957,4350,17,1081,83,3116,512,4203,3165,286707
a,0,6,58,360,1,0,978,3268,16,1121,18,2538,344,3183,2702,177689
a,0,0,70,437,4,0,1122,3943,9,1287,64,2729,467,3809,2860,259875
a,0,0,67,451,1,0,1002,4069,0,1168,41,2762,526,3895,2852,267255
a,0,0,62,446,11,0,995,4528,4,1160,24,2838,490,4377,2948,301342
a,0,0,66,464,3,0,1126,4266,9,1324,12,2776,500,4089,2935,291566
a,0,9,71,488,5,0,1231,4403,26,1317,109,3454,542,4308,3490,325703
a,0,5,71,378,4,0,1470,3937,28,1559,103,3236,409,3860,3295,281401
a,0,0,74,383,4,0,1367,4140,31,1481,83,3191,428,4024,3256,288454
a,0,9,68,715,2,0,1171,4404,4,1276,71,3538,831,4247,3534,354674
a,0,10,71,667,4,0,1391,5036,12,1498,114,3892,744,4911,3928,450378
a,1,0,78,340,2,0,1368,3723,42,1473,70,3100,385,3609,3158,239700
a,0,5,60,355,0,0,1128,3207,34,1162,47,2753,431,3123,2716,190188
a,0,8,68,807,1,0,1155,4127,6,1256,190,4123,881,4014,4157,319679
a,0,4,70,401,0,0,1252,4447,25,1315,36,3101,483,4347,3086,329533
a,0,0,73,446,4,0,1538,4694,32,1661,57,3558,487,4571,3636,395913
a,0,0,73,451,0,0,1516,4305,29,1649,63,3261,504,4163,3341,329335
a,0,1,70,409,8,0,1494,4856,25,1611,39,3643,434,4759,3728,404027
a,5,2,69,308,5,0,1649,4618,28,1778,47,3501,365,4473,3570,370832
a,0,0,72,473,0,0,983,3052,6,1082,63,2465,593,2899,2444,171198
a,0,0,70,547,0,0,979,3424,28,1018,69,2653,659,3315,2580,204150
a,0,11,73,535,0,0,936,3419,28,961,74,2600,640,3334,2531,202480
a,0,0,70,569,4,0,904,3337,18,980,64,2686,648,3234,2679,201032
ba,0,4,28,148,4,0,862,2791,34,815,8,2301,151,2829,2251,127650
ba,12,4,30,259,7,0,757,2755,28,736,15,2208,209,2828,2234,116799
ba,11,5,36,239,3,0,771,2863,28,696,42,2448,236,2949,2378,126424
ba,0,5,10,170,1,0,1060,4304,31,958,130,2775,97,4458,2750,206035
ba,0,14,6,213,0,0,956,4236,47,824,33,3004,202,4338,2897,213630
ba,0,29,14,339,0,0,969,3699,33,897,30,2610,341,3750,2565,180088
ba,0,16,12,156,0,0,1089,4421,34,985,18,2861,141,4518,2788,227491
ba,2,13,3,193,22,3,1126,4770,29,1053,11,3080,153,4857,3038,261488
ba,1,4,25,200,3,0,1142,4742,16,1080,1,2977,116,4897,3000,249602
ba,3,7,13,169,12,0,1171,4540,24,1125,0,2973,90,4654,3001,243850
ba,0,5,8,189,3,0,1138,4610,21,1078,0,3067,149,4697,3049,258136
