class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
a,34,26,15,10,24,21,24,16,4,4,15,22,4,4,14,19,28,22,25,23,27,22,19,14,4,4,11,13,4,4,16,20,34,24,4,4,30,24,4,4,12,22,16,15,5,13,24,21,39,28,4,4,22,25,4,4,7,14,25,21,10,14,14,21
a,17,2,30,9,2,0,12,19,20,9,52,27,0,15,4,38,22,3,27,9,4,3,15,16,20,0,47,1,9,15,26,39,19,0,22,9,0,0,0,15,20,25,60,23,2,11,0,50,14,0,22,0,1,0,9,15,27,10,58,0,11,19,30,40
a,30,23,12,7,22,18,20,10,8,8,18,20,8,8,20,24,30,17,21,16,20,17,14,11,8,8,15,14,8,8,12,37,28,23,8,8,23,19,8,8,12,21,17,20,5,7,22,27,35,18,8,8,19,17,8,8,21,7,18,18,11,18,17,25
a,3,17,17,12,17,50,19,26,0,6,0,12,6,20,10,41,13,19,9,15,20,36,15,36,0,6,4,10,6,20,14,33,1,15,0,6,15,50,6,20,1,26,0,10,25,30,9,42,8,16,0,6,19,35,6,20,14,24,0,12,17,36,12,31
a,1,24,8,4,24,70,14,22,0,3,0,15,3,10,13,45,3,26,10,8,28,62,11,16,0,3,2,15,3,10,16,43,5,23,0,6,23,65,6,20,1,17,0,11,12,10,12,45,10,24,0,6,25,54,6,20,4,13,0,17,10,16,15,36
a,25,15,31,10,25,15,23,13,16,9,13,9,15,9,15,13,31,26,21,18,20,12,10,11,16,15,12,15,9,9,14,17,25,15,16,11,25,14,16,12,28,20,11,7,20,15,14,7,31,20,15,16,17,13,11,12,29,18,11,13,16,14,7,13
a,31,13,30,16,11,12,19,19,24,16,11,9,8,16,4,17,31,14,22,9,23,13,17,14,25,8,12,4,14,15,17,18,33,16,24,16,14,16,8,16,19,25,14,10,8,11,8,18,36,14,23,6,22,14,16,15,18,14,17,8,8,13,17,15
a,60,22,14,6,2,29,7,14,18,8,27,12,0,10,6,21,57,2,18,10,24,27,7,11,16,0,25,3,6,10,15,25,62,27,22,7,0,33,0,14,4,9,34,15,0,4,0,25,64,1,20,0,21,29,9,12,8,5,33,0,4,13,13,24
a,1,9,18,9,10,36,14,17,0,18,0,14,17,44,11,38,5,11,9,16,20,48,8,3,0,17,4,11,10,37,18,39,1,17,0,11,12,23,15,60,0,17,0,13,19,9,9,50,3,9,0,18,11,23,16,57,6,12,0,12,16,16,11,46
a,25,12,20,6,16,37,18,29,7,4,17,9,4,14,8,30,25,18,17,17,17,34,9,22,7,4,18,6,4,14,16,28,23,12,8,4,14,34,4,15,13,21,18,7,9,21,10,43,23,15,9,4,14,32,4,15,12,11,19,9,8,30,9,42
a,17,21,9,8,23,25,21,21,8,16,6,14,14,18,12,23,19,26,7,9,32,29,8,12,6,12,10,14,10,14,20,28,15,24,4,10,26,26,11,18,5,22,6,17,12,8,21,31,18,21,5,11,19,27,11,16,11,20,8,17,14,15,16,27
a,11,9,15,18,10,8,26,32,7,13,11,19,12,22,19,24,8,11,16,22,11,10,24,26,6,12,12,18,12,22,22,24,7,11,7,14,8,9,14,23,11,26,9,23,14,26,23,31,10,6,6,14,7,8,14,22,17,25,9,20,20,27,21,30
a,8,4,23,10,8,8,18,23,14,7,20,16,9,23,22,43,13,7,21,22,9,8,13,22,12,9,20,16,6,23,16,39,9,3,14,6,2,8,14,25,17,20,23,13,12,19,20,51,8,4,15,12,2,7,7,25,31,20,20,16,7,22,14,46
a,6,20,7,19,20,14,31,19,2,23,3,15,20,26,12,19,15,17,17,19,17,14,26,15,1,20,3,10,20,26,6,30,4,19,0,19,16,18,20,24,4,27,1,19,14,19,23,29,13,10,0,20,10,13,20,24,17,15,12,14,16,33,15,24
a,39,15,25,9,25,18,22,21,8,2,24,6,4,4,17,17,45,25,25,18,18,19,11,15,5,3,17,15,1,2,14,23,42,19,6,4,23,19,7,6,20,18,18,14,13,15,16,16,41,26,8,6,13,22,2,6,24,18,24,16,4,18,8,20
a,36,11,20,8,15,15,15,15,28,7,22,8,12,14,16,14,39,12,17,18,12,15,10,13,28,12,19,10,7,14,13,17,32,7,28,8,13,17,13,16,21,21,25,8,12,10,10,15,30,12,28,13,9,14,8,16,32,13,24,9,4,19,8,17
a,5,19,6,9,18,44,16,21,0,12,4,11,12,40,13,26,6,20,11,15,20,35,13,22,0,12,3,8,12,40,16,23,3,19,0,9,18,51,9,30,0,17,0,14,3,10,18,55,7,15,0,9,15,40,9,30,6,21,1,10,10,20,13,50
a,34,10,25,7,16,14,16,16,28,7,20,9,12,14,12,16,38,13,21,12,13,15,10,11,28,12,18,10,7,14,13,21,31,6,28,8,15,15,13,16,20,23,23,6,18,8,10,16,28,13,28,13,9,13,8,16,32,17,20,9,10,13,7,20
a,9,7,23,6,10,9,20,25,14,7,21,15,9,23,18,40,17,8,22,14,11,7,12,24,12,10,16,20,6,21,18,38,10,5,14,7,4,6,12,23,15,23,22,11,13,18,19,54,9,2,14,12,3,9,6,24,22,23,20,13,19,13,14,53
a,5,16,12,6,17,30,17,22,0,12,1,16,10,33,15,44,7,15,7,8,19,35,12,20,0,12,4,16,9,31,17,44,1,9,0,12,13,25,12,40,0,34,0,6,20,28,14,42,6,8,0,12,12,21,12,40,10,22,2,9,19,35,12,36
a,8,17,6,6,17,40,9,23,0,15,0,12,15,50,10,28,2,18,3,12,21,47,6,11,0,15,6,11,15,50,17,22,7,21,0,12,21,49,12,40,6,16,0,9,9,13,10,31,2,25,0,12,25,52,12,40,1,8,0,11,6,16,12,34
a,5,10,19,25,13,9,33,25,10,22,9,14,22,16,13,11,2,18,20,26,21,10,23,14,10,20,8,15,19,15,18,17,3,12,10,25,14,9,25,22,9,33,5,18,25,13,20,13,2,15,10,23,15,13,24,22,21,22,9,15,20,9,18,18
a,20,12,17,11,17,32,16,26,14,4,15,8,7,9,18,30,25,18,18,14,15,30,13,19,12,6,15,17,2,8,12,32,19,11,11,2,13,30,5,9,11,20,21,14,11,15,19,45,18,13,11,5,10,27,2,9,16,15,21,19,14,20,12,44
a,24,3,23,9,24,4,18,15,20,4,28,5,22,12,29,16,30,21,27,18,2,5,8,17,21,21,20,24,4,12,10,16,27,2,23,5,17,5,26,15,19,9,27,7,18,14,28,14,22,15,24,26,3,6,5,15,26,17,28,24,7,16,7,15
a,26,4,19,6,8,0,24,14,12,6,37,16,9,15,16,44,25,6,33,5,6,1,14,17,14,9,22,25,6,15,16,42,24,2,15,6,0,0,9,15,13,25,28,18,16,5,31,49,21,0,15,9,0,1,6,15,22,19,35,22,15,15,14,47
a,33,9,28,7,17,33,17,31,4,0,28,6,0,3,11,29,36,14,27,8,11,35,14,27,3,1,26,10,1,2,10,31,30,12,4,1,15,33,2,8,19,13,29,9,10,11,15,45,34,17,4,1,7,31,0,7,26,15,29,13,7,14,6,45
a,26,18,22,9,20,23,16,14,10,13,13,17,12,9,17,17,32,18,14,12,25,21,13,9,11,13,14,18,11,6,17,22,20,20,15,14,16,18,14,10,17,26,12,15,20,9,14,16,18,17,18,15,17,17,14,10,22,24,11,15,12,13,14,19
a,15,5,37,5,14,7,26,21,27,3,29,6,14,11,15,21,27,17,28,20,6,11,10,9,25,12,24,16,3,9,12,27,12,5,28,4,13,6,17,18,31,14,32,5,25,6,15,25,17,14,26,18,4,7,5,17,27,18,37,16,8,13,7,22
a,34,6,20,5,10,27,8,21,23,5,31,4,2,24,8,28,37,8,17,10,12,20,7,20,24,2,27,5,4,25,12,26,35,8,19,2,3,30,3,21,22,19,32,6,0,19,4,33,31,11,19,3,5,28,2,20,26,16,30,6,4,21,5,29
a,39,7,29,6,19,30,22,25,6,2,21,5,4,7,11,23,42,19,25,17,12,32,9,22,6,3,16,14,1,6,16,16,39,9,6,1,17,36,4,6,22,12,24,9,12,23,11,25,37,21,7,4,10,28,2,6,22,16,27,12,9,29,4,22
a,11,12,20,15,15,16,27,28,10,7,15,12,11,16,15,26,16,20,18,16,22,26,13,12,7,9,15,18,4,9,19,32,11,18,8,8,18,19,12,20,9,26,9,18,23,15,17,25,11,19,10,11,13,21,10,19,13,26,11,17,14,20,16,25
a,0,9,8,6,12,6,21,38,0,15,7,21,12,40,18,43,2,10,12,15,11,5,20,38,0,12,5,17,12,40,17,40,3,3,0,10,0,0,12,39,0,30,0,17,15,38,21,68,0,3,0,10,0,8,12,37,5,32,0,20,23,23,22,61
a,41,18,21,8,12,23,13,21,13,6,22,12,3,8,13,22,36,14,26,12,25,20,14,15,14,3,21,5,5,6,12,28,41,21,12,8,13,24,6,10,15,19,23,13,4,8,14,25,35,23,11,5,25,15,6,11,15,18,22,12,13,5,10,30
a,18,26,10,10,31,30,20,19,2,4,12,17,4,6,18,29,12,29,16,16,33,32,13,11,2,4,10,14,4,6,23,31,22,24,2,4,26,33,4,6,6,19,6,23,19,12,17,33,19,29,2,4,28,33,4,6,5,14,12,21,13,15,20,31
a,8,7,31,9,6,7,14,18,19,10,36,30,3,14,9,35,12,9,25,12,12,10,16,11,20,3,33,7,10,13,26,37,5,5,22,11,1,6,3,16,22,26,39,27,11,7,10,45,2,0,22,3,7,8,11,15,25,7,49,6,15,15,30,41
a,31,15,21,11,18,17,36,23,10,4,18,7,7,10,10,18,35,23,33,19,13,16,16,21,7,5,7,11,2,9,8,31,33,9,10,4,15,25,8,7,24,23,13,6,13,21,14,31,24,13,10,8,8,18,4,7,42,30,8,8,18,24,3,31
a,14,24,17,16,24,36,20,18,4,8,7,13,8,12,12,23,17,25,15,17,29,34,14,13,4,8,7,11,8,12,17,25,15,26,4,8,25,34,8,12,14,23,5,14,16,14,14,24,17,25,4,8,29,36,8,12,8,14,9,14,20,12,16,24
a,8,9,12,10,9,24,20,40,4,12,3,14,12,35,9,35,8,21,11,12,19,34,10,17,3,9,8,13,10,27,16,38,12,22,1,3,21,48,3,11,7,20,4,14,12,21,14,43,10,26,1,3,26,49,3,11,2,6,7,18,12,21,15,46
a,31,13,30,16,23,11,19,17,15,9,8,8,15,8,16,17,27,24,27,24,16,13,15,11,15,15,9,11,9,8,11,21,29,18,13,9,28,16,15,8,19,16,15,9,20,11,15,15,32,27,13,15,17,15,9,8,25,22,14,14,11,12,9,13
a,19,8,34,18,6,15,13,33,27,15,19,5,9,22,4,9,25,8,28,18,12,12,20,24,24,9,15,5,14,22,10,10,18,12,25,14,9,17,9,25,28,25,18,7,15,17,4,13,19,7,25,12,10,17,17,24,30,13,17,4,25,15,6,15
a,30,17,25,6,17,29,11,12,10,7,21,14,7,11,13,26,34,16,17,16,20,29,6,9,10,7,18,12,7,11,21,23,28,15,17,12,16,28,10,15,10,21,20,10,15,5,10,24,26,17,17,10,15,24,12,15,17,10,20,13,11,17,12,20
a,21,16,23,10,22,21,21,17,13,6,13,12,7,19,15,20,30,26,15,13,20,14,11,15,12,7,12,17,6,19,16,23,21,18,10,9,20,21,14,23,15,23,16,9,17,9,12,19,21,23,10,14,17,24,11,23,14,17,19,13,18,5,10,17
a,8,15,22,26,20,10,36,21,9,20,4,11,22,11,12,9,17,21,18,29,17,8,21,16,9,22,6,13,20,11,13,15,9,14,7,25,14,7,31,15,22,27,3,11,29,15,13,14,9,14,7,31,15,9,25,15,15,31,4,14,31,10,13,13
a,33,17,29,10,17,19,21,14,18,9,14,8,9,12,6,20,36,17,33,16,18,15,16,16,18,9,6,9,9,12,9,17,35,19,18,9,17,18,9,12,25,22,13,10,12,17,8,12,36,18,18,9,18,20,9,12,25,13,17,8,16,15,8,14
a,1,8,18,27,8,6,21,27,0,20,0,21,20,24,24,31,1,8,20,27,8,7,18,27,0,20,0,20,20,24,25,31,0,5,0,25,5,6,25,30,0,23,0,28,26,17,27,39,1,7,0,25,8,0,25,30,5,23,0,26,29,16,22,39
a,0,12,14,8,17,58,14,9,0,15,0,12,10,32,12,43,10,19,9,6,23,53,11,13,0,10,3,14,7,21,17,40,3,20,0,7,17,42,10,43,0,21,0,12,16,11,12,42,0,17,0,10,14,48,13,41,8,16,0,12,13,10,12,42
a,38,6,22,6,5,13,17,9,27,4,29,3,6,33,10,28,38,4,23,9,2,19,10,7,24,4,32,5,5,28,5,41,23,5,42,7,2,16,6,31,25,19,30,5,0,12,3,30,23,5,39,7,2,14,7,30,27,14,32,3,5,13,3,32
a,5,10,11,7,9,0,36,22,1,9,1,28,10,30,17,60,15,6,7,20,8,2,22,21,0,10,3,19,9,30,21,63,0,0,0,9,7,0,9,30,9,25,0,22,13,18,27,87,3,2,0,9,4,0,9,31,15,20,3,27,10,23,32,68
a,13,9,9,7,14,29,28,23,8,12,10,15,11,27,14,27,16,12,14,16,19,34,13,14,7,11,8,12,9,22,21,28,12,12,2,4,11,30,4,14,18,24,10,15,15,41,15,29,12,14,2,4,16,33,4,14,16,16,16,17,10,36,16,30
a,2,0,5,14,1,0,27,30,0,12,0,24,12,40,19,70,8,1,11,29,4,1,20,23,0,12,1,14,12,40,20,60,7,3,0,9,4,0,9,30,4,22,0,23,28,28,19,70,7,2,0,9,1,1,9,30,8,25,2,20,12,33,25,72
a,33,24,7,7,24,14,15,20,14,14,12,14,13,12,20,13,32,23,14,23,23,13,16,17,13,10,9,12,12,9,17,13,35,21,5,5,24,16,6,14,17,24,11,17,19,14,13,15,34,21,5,7,22,13,9,14,25,19,12,10,15,18,12,20
a,33,17,17,10,20,24,16,21,14,8,16,11,6,11,14,18,30,16,27,22,22,24,14,18,10,4,14,10,6,8,13,18,34,22,12,6,18,21,8,13,16,18,14,17,14,16,10,17,36,15,16,7,14,24,7,13,20,15,16,9,15,20,9,20
a,27,19,14,13,23,17,19,17,14,12,12,13,13,10,17,16,33,18,21,22,21,14,18,20,10,7,9,11,10,8,16,18,29,20,11,8,18,17,10,8,21,22,10,14,21,17,12,18,26,22,12,8,25,12,10,6,22,21,11,12,14,23,13,19
a,36,18,26,11,16,20,22,16,18,9,14,9,9,12,7,13,38,13,35,12,13,15,24,22,18,9,5,9,9,13,5,16,39,16,19,9,20,13,9,12,23,21,8,10,16,17,8,16,40,13,18,9,10,14,9,12,37,25,7,4,9,30,10,9
a,25,17,21,17,18,12,28,22,14,15,8,10,15,16,12,6,26,16,20,26,20,12,20,19,14,15,6,12,15,16,11,8,19,16,14,14,20,16,13,12,19,28,8,10,29,15,12,11,20,15,14,13,16,17,14,12,31,24,11,9,14,26,9,11
a,4,16,4,11,20,32,14,17,0,12,3,15,9,36,17,46,16,10,12,11,15,26,14,23,2,11,3,14,9,32,15,43,2,9,0,12,11,24,12,40,2,28,0,8,17,36,14,41,7,8,1,12,8,19,12,40,17,30,4,6,14,41,11,26
a,15,20,15,21,20,28,32,29,0,0,7,19,0,3,19,28,19,19,23,22,22,28,30,26,0,0,7,18,0,1,14,27,19,24,0,1,23,25,3,3,11,27,7,19,20,27,19,28,21,21,4,0,19,26,0,0,28,20,8,13,17,32,16,31
a,22,13,12,6,15,27,16,17,9,6,21,13,3,15,14,47,30,12,19,11,12,23,10,23,6,3,17,10,3,13,13,51,19,10,8,4,9,27,4,20,15,25,20,8,6,17,13,51,21,11,8,4,11,21,4,18,23,8,20,15,8,25,13,46
a,2,0,5,12,1,0,24,26,0,9,0,30,9,30,24,84,9,4,14,11,2,1,26,30,0,9,5,25,9,30,19,62,4,0,0,9,5,0,9,30,1,32,0,21,15,19,28,83,4,4,0,9,1,0,9,30,20,23,3,19,9,32,26,67
a,13,20,15,11,24,23,20,11,2,7,9,20,6,21,25,29,19,17,14,16,23,21,22,13,2,6,10,19,7,20,22,25,16,19,6,12,23,22,12,6,9,18,7,21,13,22,21,29,17,17,7,10,14,26,12,6,15,18,10,16,7,30,24,27
a,2,7,13,3,9,1,21,29,0,9,5,30,9,30,20,68,4,11,10,12,11,8,13,29,0,12,6,26,13,30,28,43,5,2,0,10,0,0,9,30,0,28,0,23,19,16,25,89,0,0,0,9,0,0,9,30,1,13,0,30,14,26,30,94
a,30,11,33,12,11,16,23,26,23,10,12,8,10,10,9,12,39,14,20,12,15,21,16,10,21,10,17,12,9,10,11,19,30,15,22,12,10,15,14,19,28,18,15,13,9,16,9,11,28,12,23,13,12,16,14,19,28,13,18,9,13,17,9,12
a,12,12,20,14,14,12,28,26,7,14,9,17,13,21,13,24,9,15,13,23,17,18,21,19,6,12,12,14,12,21,19,25,7,13,9,14,12,12,14,22,12,25,7,19,21,26,16,27,7,10,9,16,13,17,14,18,16,18,11,17,18,27,18,27
a,27,11,18,8,13,35,26,28,7,4,14,8,4,14,8,31,29,13,20,12,17,33,11,24,7,5,15,12,4,14,9,31,27,12,8,4,13,29,4,14,12,18,19,10,11,28,7,40,23,12,9,4,14,37,4,15,10,7,21,9,17,22,6,46
a,0,24,12,4,24,69,19,16,0,3,0,15,3,10,11,46,16,25,6,6,25,56,11,18,0,3,6,17,3,10,15,39,13,20,0,6,20,57,6,20,8,17,0,12,5,20,13,39,2,25,0,6,25,70,6,20,2,4,0,15,10,10,13,48
a,33,13,22,5,17,26,20,16,18,5,21,9,7,11,10,23,42,12,19,20,15,20,7,16,18,7,15,11,5,11,16,22,44,10,12,5,18,23,6,12,15,13,23,12,14,18,12,19,42,19,12,6,13,26,5,12,13,13,29,13,8,14,9,22
a,33,13,16,13,23,11,24,14,10,15,12,12,16,9,18,17,33,25,14,18,23,12,9,7,9,16,15,18,12,9,18,18,28,17,9,14,20,11,18,10,16,24,13,17,20,13,15,11,28,24,9,18,15,13,15,10,14,21,16,19,15,13,14,12
a,12,2,16,3,3,2,17,37,0,9,3,30,9,30,20,63,7,7,6,13,7,6,19,30,0,12,7,24,9,35,24,50,2,2,0,10,0,0,9,30,5,29,0,22,9,21,30,87,0,0,0,9,0,0,9,30,1,10,0,30,10,29,30,98
a,25,8,31,9,11,16,18,24,27,10,10,4,9,26,7,21,33,10,28,14,15,16,14,20,24,8,7,5,7,20,9,26,23,10,29,11,4,13,9,28,30,26,9,7,8,29,3,17,16,9,30,12,6,15,8,23,36,29,8,4,8,27,4,21
a,4,14,18,14,14,23,22,12,0,25,0,18,25,30,16,21,18,19,13,12,17,16,16,10,1,23,4,19,21,26,18,23,5,15,0,22,14,22,21,24,11,30,0,18,19,23,18,14,0,14,0,21,14,24,21,24,0,25,0,20,25,30,20,18
a,19,12,16,6,7,13,17,17,12,23,10,28,8,25,11,32,23,10,13,8,19,13,13,17,11,9,12,15,21,25,23,24,19,14,18,22,6,14,8,25,7,22,12,21,9,14,11,34,13,7,18,10,15,17,26,25,8,9,11,12,12,10,28,35
a,0,3,13,8,3,0,23,29,0,12,0,27,12,40,20,66,4,9,14,15,9,3,14,30,0,12,3,22,12,40,23,46,4,2,0,9,0,0,9,30,0,30,0,21,13,17,28,93,0,0,0,9,0,0,9,30,6,16,0,29,17,21,28,91
a,21,11,23,17,19,10,25,22,14,14,12,10,13,14,14,17,27,25,18,16,23,14,18,10,12,8,15,16,7,8,15,24,26,14,11,15,13,10,16,14,17,27,10,18,17,20,14,14,22,12,16,16,10,12,16,16,16,20,16,14,20,22,12,16
a,8,30,12,5,30,28,12,15,0,16,3,21,15,18,21,22,7,31,11,14,32,24,12,13,0,15,6,16,15,18,19,23,5,28,0,13,29,37,13,14,2,23,2,16,10,16,21,27,7,27,0,13,30,28,13,14,5,19,0,19,15,23,21,22
a,38,10,20,2,18,15,18,17,14,5,24,11,4,12,10,38,34,14,18,10,22,14,12,18,13,4,23,11,4,12,17,30,29,15,12,7,9,25,5,18,12,16,26,22,17,8,12,23,28,9,12,5,9,30,5,18,19,12,34,12,12,10,10,31
