class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
a,31,14,30,28,14,16,34,16,14,16,3,3,15,12,2,8,29,15,33,27,15,16,30,17,14,16,2,4,14,12,3,9,25,19,12,16,19,16,16,16,20,33,8,2,28,11,5,10,23,21,12,14,20,16,14,16,30,34,7,2,25,11,4,7
a,27,19,29,19,18,7,29,13,13,32,2,8,25,9,3,3,24,15,26,24,23,7,39,7,14,27,2,4,27,9,3,5,16,23,14,30,20,4,27,14,24,33,3,5,32,2,4,5,17,19,13,26,21,6,33,13,30,29,4,2,31,6,4,2
a,56,21,27,12,22,9,30,15,16,11,8,6,11,6,5,1,50,24,31,28,22,8,29,7,14,11,5,3,10,7,5,2,49,27,15,9,27,11,10,6,24,29,4,5,27,3,5,5,48,30,15,8,29,13,8,5,26,13,9,7,31,6,5,3
a,29,29,14,14,43,22,23,21,0,12,0,15,0,3,19,12,25,28,21,38,37,24,29,6,0,8,0,1,1,0,14,24,4,55,0,4,45,19,12,8,3,43,0,10,15,3,18,17,4,46,0,6,40,20,12,8,11,37,0,6,24,11,10,21
a,13,32,11,6,40,14,36,13,0,30,0,12,22,20,5,2,21,24,16,30,36,11,37,10,0,26,0,3,15,18,7,2,10,37,0,25,34,15,28,20,10,31,0,4,27,1,4,10,21,25,0,30,35,18,22,20,10,15,0,9,27,14,8,2
a,33,23,35,17,25,5,32,11,20,22,3,4,20,3,2,1,31,24,40,30,26,5,35,6,16,18,0,4,16,3,2,0,43,30,22,19,25,5,20,4,22,32,2,3,19,5,3,2,39,28,20,17,28,5,18,4,29,29,2,2,28,6,1,0
a,39,10,25,11,16,11,29,23,19,10,17,10,7,14,9,6,36,14,35,37,15,11,28,15,14,6,11,8,5,13,5,3,35,15,18,12,16,9,10,18,30,26,8,5,27,3,9,15,29,17,20,12,13,11,12,17,31,24,9,6,33,7,6,9
a,19,12,35,20,21,7,36,12,25,33,0,0,25,11,0,0,18,16,37,21,17,8,38,10,24,29,0,0,28,10,0,0,22,16,20,30,18,4,27,14,29,28,0,0,44,4,0,0,18,12,24,33,18,6,28,12,36,24,0,0,31,14,0,0
a,6,16,23,25,20,4,53,8,11,33,3,9,28,11,3,3,12,23,32,42,18,3,43,7,9,22,3,5,25,11,0,1,12,17,10,29,18,3,28,11,30,34,2,6,44,7,3,2,7,17,10,32,18,5,32,11,26,35,1,5,34,11,8,4
a,31,20,42,10,21,6,24,9,34,19,9,4,18,4,4,1,40,16,36,20,30,4,29,6,25,19,8,1,10,3,9,0,41,18,30,15,18,4,14,4,36,26,3,3,30,2,5,7,30,17,34,20,22,5,17,4,40,16,8,3,27,6,6,1
a,28,20,25,15,20,8,36,13,20,23,4,8,22,8,4,2,29,19,32,34,20,6,35,9,15,19,2,1,20,8,4,3,26,21,14,20,21,5,19,10,27,36,4,5,33,5,5,5,24,22,14,19,21,6,19,9,34,34,3,3,33,9,4,2
a,13,39,8,19,43,21,44,21,0,12,0,12,8,8,7,1,12,39,23,40,39,23,31,9,0,9,3,2,9,5,8,4,13,40,0,9,40,20,9,8,8,41,0,7,38,13,6,4,6,41,0,12,41,25,12,8,4,39,0,5,35,16,6,6
a,28,20,23,24,15,8,19,12,16,43,2,4,21,8,12,1,28,21,26,28,30,7,29,4,12,15,4,7,29,9,5,2,24,24,12,40,31,4,10,12,11,34,6,0,33,0,12,3,22,16,15,20,27,6,37,10,18,39,2,1,31,4,6,2
a,57,17,33,11,29,8,24,18,17,9,11,4,6,6,6,0,59,23,34,29,21,10,29,7,12,8,5,3,3,4,7,2,49,20,19,9,31,8,8,6,31,27,6,3,28,0,6,5,49,24,21,12,18,12,7,6,36,22,9,2,22,12,2,2
a,22,22,30,18,25,8,35,17,24,16,3,11,14,4,5,2,24,22,33,26,25,10,26,13,24,13,2,7,11,2,7,11,15,10,16,32,9,2,32,12,27,39,10,6,23,5,11,7,19,6,15,31,7,5,30,9,54,17,6,8,16,24,6,3
a,33,22,28,16,20,10,32,11,21,23,6,4,16,8,1,5,38,16,36,23,24,6,25,11,16,17,0,2,16,8,7,11,34,35,17,15,24,8,15,8,24,37,4,3,14,5,6,7,49,19,14,14,21,12,17,3,33,29,3,3,11,16,7,5
a,20,28,35,15,28,0,28,5,24,35,0,0,35,0,0,3,23,26,38,16,36,0,27,4,19,35,0,0,24,0,0,8,20,28,20,32,28,0,33,0,30,34,0,0,28,1,0,2,25,29,17,31,27,0,33,0,51,15,0,0,9,17,0,2
a,17,37,12,11,42,19,22,15,0,24,0,8,19,16,10,4,17,33,22,31,38,23,20,5,0,17,0,2,12,10,7,19,0,48,0,12,48,25,12,8,5,45,0,5,20,6,12,10,13,38,0,12,38,24,12,8,26,32,0,5,14,15,10,9
a,27,36,39,15,28,0,18,5,18,34,0,0,22,0,0,14,28,27,34,15,40,0,24,3,18,23,0,0,30,0,0,14,19,36,28,45,26,0,31,0,20,27,0,0,23,0,0,1,31,20,19,30,35,0,35,0,48,4,0,0,7,16,0,11
a,44,9,45,12,14,14,16,16,39,11,0,0,18,18,0,0,44,14,46,14,9,17,13,13,39,18,0,0,11,16,0,2,64,21,23,9,16,8,10,9,26,11,0,13,24,9,1,12,71,12,27,6,13,18,2,4,32,16,3,1,15,5,3,28
a,33,20,22,12,23,9,28,8,20,30,2,3,27,11,4,4,28,26,28,18,26,10,20,2,18,26,3,0,27,10,5,9,30,26,27,26,15,7,35,13,13,31,0,2,16,6,5,4,26,15,27,35,25,8,29,12,27,12,2,1,19,8,2,8
a,0,0,46,28,2,0,39,14,18,42,1,20,22,12,6,6,1,0,47,27,6,1,46,14,17,24,4,4,36,11,8,10,0,2,18,40,0,0,24,12,24,61,11,11,21,6,16,10,0,0,18,24,0,0,42,12,50,17,7,10,30,24,16,6
a,25,10,28,18,20,0,31,7,24,41,4,7,30,0,5,6,20,20,38,25,21,0,23,3,21,29,2,3,28,0,3,20,21,19,26,32,15,0,41,0,23,36,5,3,15,4,10,6,21,18,23,35,23,0,27,0,39,19,3,4,17,9,6,12
a,10,36,20,16,36,24,35,20,0,12,0,13,12,8,6,8,22,27,19,34,35,23,35,19,0,12,0,4,4,2,5,15,5,43,0,12,43,24,12,8,6,33,0,9,25,6,12,18,30,32,0,7,27,23,12,3,24,23,0,9,10,31,16,9
a,0,0,17,27,0,0,43,28,0,36,0,22,36,24,13,10,0,0,32,33,6,1,41,21,0,36,0,12,30,23,9,12,0,1,0,35,0,0,36,24,11,58,0,8,37,12,19,15,0,2,0,34,0,3,36,21,42,31,0,13,14,32,22,6
a,60,25,30,11,13,12,10,13,32,16,8,4,8,8,2,4,61,13,29,17,29,10,18,7,24,7,8,1,10,6,6,10,58,28,31,15,13,12,8,8,26,21,7,4,17,3,1,4,69,11,26,6,22,13,16,6,26,22,9,1,2,12,8,7
a,32,24,42,21,36,0,30,6,18,21,0,0,18,0,0,8,35,30,40,23,29,0,22,6,17,23,0,0,16,0,4,11,30,28,21,19,31,0,27,0,32,34,0,0,28,1,0,5,42,29,21,23,21,0,19,0,46,20,0,1,10,14,0,10
a,27,26,24,15,15,7,19,11,16,44,2,6,24,11,3,6,22,15,32,22,34,8,21,6,15,22,1,1,31,10,7,9,17,29,19,37,14,5,27,13,9,45,6,6,13,3,7,6,19,12,17,24,22,6,43,12,20,16,4,5,31,10,9,6
a,20,34,11,11,34,20,19,13,0,27,0,9,27,20,6,5,17,31,14,22,32,18,26,12,0,26,0,5,25,18,4,6,5,45,0,28,43,17,30,24,2,20,0,7,14,0,9,12,6,39,0,33,42,26,30,20,8,6,0,12,11,6,9,8
a,14,17,34,25,18,8,31,13,15,33,2,6,23,8,4,5,15,14,40,27,23,8,31,13,14,22,4,5,23,6,7,4,16,30,16,27,17,4,28,11,18,39,4,5,21,5,9,6,16,16,17,29,26,8,33,9,17,25,5,8,23,12,9,3
a,57,18,31,8,16,12,24,11,28,10,12,6,11,6,3,3,58,16,37,18,18,10,20,15,25,9,7,4,8,6,2,3,58,20,26,9,18,9,10,8,26,26,10,3,16,3,4,10,54,18,28,9,18,9,11,7,38,15,9,4,12,15,5,4
a,36,15,36,11,15,18,23,23,18,9,13,9,10,13,3,4,33,15,39,21,14,16,26,14,18,9,10,5,10,14,4,8,34,18,18,9,18,19,9,12,20,37,18,3,11,5,11,14,34,17,18,9,17,20,9,12,30,21,16,6,14,15,9,9
a,10,13,40,27,5,2,33,17,14,34,2,19,20,10,6,4,10,4,40,35,13,2,41,14,14,20,2,4,30,10,15,2,9,17,16,33,8,4,20,10,17,54,10,11,17,6,16,8,8,9,16,18,15,4,35,10,37,29,2,5,31,13,14,10
a,32,26,37,15,31,8,18,14,13,17,3,5,14,6,10,7,36,23,37,19,28,8,22,9,10,16,2,5,13,6,5,17,22,33,14,16,26,8,20,8,20,42,5,6,22,1,7,6,21,26,15,18,26,11,18,8,31,28,4,2,24,8,1,15
a,39,22,23,17,16,9,21,12,22,34,7,5,14,10,3,2,36,11,32,21,32,5,26,11,23,14,1,1,18,9,7,9,32,38,25,24,15,8,15,10,19,39,5,6,8,2,4,6,32,15,26,15,30,10,33,10,23,22,2,0,17,8,8,5
a,31,26,47,18,18,4,22,13,29,32,0,0,10,5,0,1,33,13,40,27,31,5,28,6,27,14,0,0,24,4,0,4,25,32,34,32,14,3,18,6,33,42,0,0,15,2,0,0,24,14,36,18,29,5,35,6,39,15,0,0,28,4,0,3
a,6,15,26,25,13,10,39,22,0,27,0,13,29,18,8,5,6,18,29,35,19,11,41,11,0,24,0,6,23,17,9,7,1,18,0,29,11,5,36,24,0,57,0,7,30,6,18,14,2,11,0,33,12,6,32,22,16,33,0,11,36,20,9,13
a,31,26,44,20,18,5,25,11,30,31,0,0,10,4,0,1,31,12,41,19,32,6,32,5,29,15,0,0,23,3,0,8,26,32,33,32,14,3,18,6,33,37,0,0,19,2,0,1,25,14,35,18,29,5,35,6,38,14,0,0,29,4,0,4
a,14,11,37,30,6,2,36,14,12,33,4,16,18,10,8,5,10,5,38,34,18,3,39,10,13,20,4,5,25,9,16,7,10,20,13,29,8,3,20,10,17,53,8,11,25,2,16,11,11,7,13,20,16,3,33,10,25,29,4,10,50,3,9,13
a,13,4,23,24,12,6,38,24,0,40,0,9,32,22,4,5,12,4,18,37,8,7,44,18,0,38,0,5,34,21,4,6,0,21,0,21,20,12,22,16,7,55,0,6,51,9,7,9,0,19,0,23,21,16,21,12,18,35,0,10,53,18,5,5
a,10,22,15,31,23,17,30,26,0,32,0,0,31,19,0,0,2,28,20,34,29,14,37,10,0,30,0,0,29,23,0,0,0,25,0,29,27,12,27,24,15,41,0,0,43,13,0,0,0,20,0,34,18,18,36,18,20,33,0,0,31,27,0,1
a,18,29,35,22,29,0,27,6,23,33,0,0,34,0,0,0,23,26,36,27,27,0,27,7,21,31,0,0,31,0,0,0,16,29,24,31,29,0,31,0,29,34,0,0,33,0,0,0,22,26,22,31,26,0,30,0,37,28,0,0,23,10,0,1
a,39,33,20,16,19,11,25,9,28,24,1,10,9,8,2,2,37,16,24,23,34,12,31,8,27,11,1,1,19,4,5,3,27,36,34,29,17,9,15,10,14,32,5,6,11,2,5,4,29,15,34,15,32,10,32,10,22,9,4,5,18,9,8,4
a,34,19,41,15,10,6,18,17,34,26,8,6,8,10,4,0,32,8,44,24,22,8,20,13,32,8,6,3,21,8,6,1,29,24,34,20,8,8,10,10,34,45,8,5,10,3,4,4,29,8,34,10,23,8,22,10,48,8,8,4,19,15,3,7
a,3,0,53,17,10,2,34,15,21,24,8,9,26,10,9,15,9,4,55,29,9,3,26,8,18,32,2,10,15,9,9,18,3,5,21,20,0,0,36,12,36,42,6,7,29,3,23,13,0,0,24,36,0,0,24,12,43,38,9,8,34,11,3,14
a,53,23,34,17,22,6,25,10,25,14,4,3,15,4,1,0,54,21,33,20,23,5,30,10,23,13,4,3,14,3,0,0,50,29,24,14,27,4,15,4,28,26,5,4,19,2,4,1,54,24,24,13,23,6,15,4,35,22,5,2,14,8,3,4
a,37,16,46,23,33,6,30,11,17,9,3,1,17,2,4,1,43,31,42,31,14,6,30,10,14,15,5,4,8,1,1,1,39,17,17,7,35,6,17,3,38,25,3,2,40,1,5,1,40,35,17,17,16,6,9,3,50,23,3,4,14,12,3,4
a,34,6,35,21,21,2,38,10,26,16,6,4,24,6,6,1,33,21,42,32,8,2,26,9,24,24,4,7,14,5,3,2,28,11,27,13,22,2,31,5,35,29,6,3,32,1,9,2,32,21,29,30,6,4,16,3,42,21,7,7,15,14,5,4
a,51,18,33,22,16,10,24,13,25,15,6,3,10,7,2,1,51,13,32,24,21,10,33,10,23,12,7,1,9,4,3,3,43,28,23,14,20,8,11,9,30,35,8,4,12,4,4,3,48,18,21,9,26,9,14,7,31,22,10,3,23,8,5,2
a,32,26,38,20,26,6,30,11,20,19,2,3,19,3,1,0,35,28,37,22,27,6,19,9,19,18,3,3,19,3,7,1,27,31,22,19,29,5,20,4,25,33,4,4,25,2,4,2,36,26,22,21,24,6,21,3,33,20,4,4,18,14,3,1
a,41,24,31,19,20,5,23,9,28,22,3,4,19,5,2,1,39,17,36,24,25,4,34,7,26,16,1,2,19,4,1,1,39,31,28,21,21,4,19,5,24,31,5,4,18,1,4,1,41,21,28,18,27,5,24,4,28,17,6,3,20,8,4,2
a,4,9,26,28,24,14,31,13,0,36,0,9,21,16,17,8,4,13,29,43,22,14,32,7,0,31,0,2,22,14,12,11,0,15,0,27,12,5,30,20,1,59,0,9,35,13,18,12,5,9,0,30,9,7,30,17,17,43,0,11,31,25,16,6
a,33,18,27,20,34,11,34,13,18,19,0,0,22,7,0,0,37,28,25,30,24,11,30,6,14,25,0,0,13,7,4,2,28,29,17,15,36,6,28,10,22,32,0,2,24,5,1,1,36,33,17,24,19,10,19,6,26,36,0,0,20,6,0,4
a,52,15,39,11,17,12,36,8,28,12,4,3,10,6,0,3,51,18,43,21,16,11,23,8,27,9,2,0,11,7,0,9,54,16,16,9,17,10,9,6,39,32,10,3,20,3,5,7,57,16,16,9,17,10,9,6,45,12,12,6,16,16,6,3
a,9,9,50,22,6,4,25,19,20,31,4,14,14,15,4,10,11,4,43,31,14,6,33,9,19,15,5,3,26,12,7,18,9,12,20,29,5,1,16,17,27,52,10,7,19,6,9,17,11,4,20,16,8,1,32,17,33,11,10,10,38,21,11,13
a,24,13,49,16,37,5,50,11,8,7,4,2,17,2,2,9,37,37,42,39,15,5,20,6,2,13,3,3,4,1,8,21,31,16,3,6,34,4,22,2,34,36,1,4,43,5,5,10,24,41,4,17,14,5,8,2,46,46,1,0,24,6,2,16
a,51,14,35,8,16,10,11,13,41,16,5,3,15,10,3,5,46,15,37,16,17,9,18,7,41,16,0,1,15,11,0,7,56,21,41,14,19,9,15,12,19,19,4,2,16,1,1,7,58,18,45,17,16,12,17,9,23,4,5,3,14,11,0,4
a,2,10,22,26,11,8,39,23,5,25,2,12,30,20,10,11,3,7,36,41,6,8,39,13,4,29,2,7,24,16,5,16,1,7,5,23,6,4,30,20,18,51,2,5,52,12,6,14,1,6,5,30,5,4,25,20,21,41,3,12,34,28,11,10
a,37,12,46,22,21,10,27,11,18,9,4,2,15,6,4,12,33,24,43,25,14,10,24,7,18,15,6,4,9,6,1,17,41,19,15,8,30,12,15,6,33,18,8,3,27,6,6,9,44,30,15,15,19,12,8,5,42,13,10,6,10,16,5,6
a,33,25,31,17,36,6,21,10,17,14,8,4,22,4,6,2,40,29,31,26,24,5,26,7,16,21,4,5,11,3,4,4,34,25,16,13,34,5,20,3,25,25,4,5,36,1,5,5,41,35,17,20,24,6,13,2,27,18,7,9,13,14,7,3
a,42,29,27,5,17,11,9,9,28,26,7,8,16,10,4,8,35,13,38,18,25,10,27,10,27,16,0,2,21,8,0,6,35,30,30,25,17,8,15,10,19,27,7,6,15,0,5,7,41,14,30,15,25,10,26,10,27,7,6,6,10,16,9,4
a,62,19,35,8,18,12,23,12,24,9,8,6,9,6,1,4,62,16,37,21,18,12,19,8,22,9,5,1,7,5,3,11,60,21,22,8,21,10,9,6,26,33,8,1,18,0,3,10,63,21,24,9,21,12,9,6,31,8,12,5,14,14,4,3
a,25,26,35,21,28,6,21,8,25,25,1,1,25,5,1,3,38,26,33,25,25,6,23,9,18,19,2,2,20,3,1,6,29,25,23,23,28,5,21,5,32,23,1,0,30,2,1,8,31,24,21,23,24,6,25,3,34,25,0,2,27,7,0,4
a,33,23,21,24,28,0,41,2,18,27,1,7,21,0,0,10,39,36,27,16,37,0,17,6,12,16,10,8,17,0,3,12,33,30,16,15,29,0,19,0,19,38,5,9,29,0,11,3,42,27,16,19,29,0,19,0,12,26,9,12,23,6,13,3
a,9,32,38,32,31,0,29,4,9,31,0,0,32,0,0,9,10,32,36,30,30,0,31,5,8,31,0,0,33,0,0,10,6,23,14,47,24,0,46,0,17,38,0,0,38,0,0,3,12,20,14,46,23,0,42,0,25,32,0,0,33,6,0,3
a,15,30,8,8,37,25,18,12,0,32,0,12,25,16,9,9,17,32,17,20,27,16,23,14,0,26,0,7,31,21,3,2,11,42,0,26,37,14,31,23,0,27,0,7,16,3,9,10,12,37,0,31,34,24,34,16,5,16,0,9,6,12,12,8
a,39,13,36,11,20,15,29,17,23,13,3,3,8,17,0,9,31,15,43,24,14,19,19,17,23,9,0,0,10,13,0,19,33,22,26,12,15,13,15,20,29,31,3,1,11,12,3,10,38,14,27,14,12,15,15,18,33,23,5,1,10,20,3,8
a,2,0,44,28,24,6,26,16,0,36,0,8,16,18,21,11,1,9,38,36,17,5,41,10,0,28,0,6,20,19,10,16,0,0,0,36,3,1,33,23,21,33,0,15,54,10,4,23,0,0,0,36,3,10,33,16,34,19,6,17,38,25,7,12
a,24,23,29,12,25,8,42,9,20,22,2,7,20,8,1,4,27,23,34,24,23,8,35,9,18,20,0,4,18,7,3,3,20,23,16,21,22,8,21,10,31,33,1,4,31,4,4,7,23,20,16,23,22,10,21,8,35,16,2,7,33,14,4,2
a,0,0,18,30,6,0,51,23,0,42,0,12,36,28,6,4,0,6,28,44,10,4,47,15,0,36,0,3,32,24,3,4,0,6,0,30,6,4,30,20,22,48,0,10,44,14,12,10,0,6,0,30,6,4,30,20,21,38,0,15,40,23,13,10
a,20,31,28,28,37,0,44,8,5,30,0,0,25,0,0,0,19,37,38,43,33,0,35,6,5,17,0,0,22,0,0,1,25,34,9,32,28,0,38,0,16,37,0,2,30,3,0,2,20,31,13,37,37,0,32,0,16,27,0,0,37,3,1,2
a,57,14,38,9,18,10,27,12,22,12,10,6,9,6,3,3,56,15,48,34,12,6,30,10,13,7,3,2,8,7,2,3,56,18,27,7,16,8,10,6,29,33,10,4,16,9,4,3,54,15,27,9,18,11,9,7,35,18,10,4,23,9,4,3
a,90,7,22,1,17,25,21,14,10,1,27,4,1,4,2,10,77,7,46,17,9,23,26,15,8,1,11,2,1,4,3,6,88,8,10,1,9,25,1,4,31,21,17,1,15,9,4,12,88,7,9,1,6,28,1,3,32,13,23,3,17,17,0,8
a,39,29,11,16,31,0,35,4,19,28,4,12,21,0,5,2,35,32,33,29,31,0,29,4,10,17,3,4,16,0,1,12,42,29,13,14,28,0,15,0,23,27,8,10,24,9,7,7,27,30,10,12,32,0,17,0,38,45,3,1,25,3,11,2
a,24,21,30,19,19,8,41,12,19,22,2,6,22,9,2,0,22,20,33,27,22,8,35,9,19,21,3,4,21,9,1,2,25,22,12,21,21,8,24,9,32,35,2,3,29,4,4,5,22,21,12,24,24,8,20,9,35,32,1,3,30,8,6,1
a,4,8,25,20,19,3,38,21,0,42,0,11,31,25,5,4,7,23,23,40,13,2,41,10,0,23,0,6,32,26,1,9,0,22,0,20,20,12,22,16,8,57,0,5,44,12,9,9,2,24,0,18,23,14,19,14,23,49,0,3,38,16,8,5
a,28,36,27,15,36,10,37,10,8,10,6,10,10,4,4,5,34,29,34,42,28,10,36,5,5,6,2,1,8,4,2,10,33,33,7,7,30,10,10,4,34,37,5,3,19,11,7,6,28,31,6,10,32,11,8,3,37,34,2,4,28,10,5,7
a,33,18,28,16,25,7,31,14,15,22,4,7,16,7,5,8,27,19,43,25,22,9,27,11,12,16,1,3,13,5,3,20,28,28,11,16,22,9,21,6,25,39,3,5,18,8,10,7,33,21,11,19,20,12,17,4,35,21,3,6,20,17,6,11
a,0,0,18,26,0,0,53,21,0,36,0,23,36,24,9,10,0,7,30,47,3,2,50,12,0,29,0,6,33,22,3,12,0,1,0,35,4,0,32,24,17,56,0,8,36,11,19,13,0,4,0,32,2,0,34,24,27,60,0,2,33,21,13,4
a,64,19,29,8,20,12,25,12,24,9,10,6,9,6,2,1,60,20,32,12,20,10,34,9,22,9,7,4,8,6,3,0,60,21,23,8,21,11,9,6,28,27,8,2,22,2,3,5,56,23,24,9,20,12,9,6,37,20,6,3,20,5,2,4
a,0,0,33,26,8,4,43,19,0,36,0,16,28,20,9,14,3,13,29,35,20,10,29,11,0,25,12,6,20,15,14,14,0,11,0,28,0,0,36,24,5,57,0,15,41,7,19,13,0,0,0,36,0,0,36,24,11,30,0,24,32,29,23,11
a,55,26,28,11,27,6,30,6,21,12,8,6,12,3,3,2,57,25,34,18,23,6,28,10,18,9,7,5,10,2,2,2,55,31,20,12,29,6,12,3,23,30,10,5,9,1,8,2,57,30,21,12,29,7,12,3,23,13,13,7,15,7,6,1
a,48,21,32,19,24,9,31,16,20,9,4,4,9,5,2,3,43,23,36,27,27,11,23,8,18,12,1,2,10,4,5,6,43,27,18,14,23,7,15,8,28,33,4,3,19,4,5,5,43,19,21,14,26,12,15,7,34,11,5,5,22,12,4,6
a,14,18,32,19,16,6,42,13,16,32,2,9,23,9,1,4,18,18,39,24,22,10,34,11,13,18,4,6,22,5,3,9,16,29,17,26,17,4,26,11,18,42,4,5,25,4,6,6,15,16,18,29,27,7,31,11,16,20,6,9,31,10,5,5
a,0,0,21,22,0,0,54,26,0,36,0,22,36,24,6,9,0,8,39,30,6,8,38,18,0,28,0,13,30,16,10,12,0,5,0,31,0,0,36,24,8,61,0,9,49,5,12,16,0,0,0,36,0,0,36,24,12,29,0,24,36,28,20,11
a,31,18,25,10,23,24,30,17,16,9,12,6,12,10,5,8,34,22,37,26,20,20,22,15,12,12,7,3,7,8,4,7,33,20,13,8,20,18,11,12,28,34,5,3,30,8,5,8,41,21,15,11,17,21,9,12,22,15,13,10,13,23,6,7
a,40,27,34,23,25,4,35,9,19,23,0,0,10,4,0,3,39,20,36,25,32,5,33,7,17,14,0,0,21,3,0,4,34,35,20,23,24,3,17,5,23,44,0,0,25,2,0,1,33,22,24,20,35,6,28,4,27,19,0,0,30,7,0,1
a,0,0,27,35,8,4,51,17,0,36,0,12,28,20,7,11,4,17,28,18,13,12,43,11,0,21,5,21,23,15,7,18,0,7,0,30,0,0,36,24,5,58,0,14,39,9,20,14,0,0,0,36,0,0,36,24,3,34,0,24,36,25,23,15
a,59,21,31,14,20,10,24,13,17,11,8,4,6,6,2,10,62,21,29,24,27,12,13,3,15,6,5,1,5,2,11,20,59,34,17,11,19,10,9,6,21,32,9,8,5,2,6,8,57,21,19,8,25,11,12,6,26,24,10,2,12,8,6,9
a,8,24,34,22,29,0,34,8,12,45,0,0,40,0,0,0,24,24,35,22,29,3,33,5,14,26,5,0,23,0,1,12,7,32,13,31,23,0,39,0,25,41,0,2,41,0,0,2,6,21,12,43,21,0,43,0,14,48,0,0,48,0,0,0
a,21,16,35,13,13,11,35,15,18,25,2,11,20,14,1,6,31,15,28,25,19,14,28,8,13,14,10,7,18,9,7,10,22,22,21,20,13,10,20,13,18,43,4,6,27,2,5,10,25,12,22,20,16,13,25,13,31,9,3,12,18,20,12,5
a,0,2,28,24,2,4,45,22,0,40,0,14,40,24,4,7,0,7,40,33,7,8,39,13,0,35,0,7,35,20,4,8,0,4,0,32,0,0,36,24,5,65,0,9,35,8,22,16,0,0,0,36,0,0,36,24,21,25,0,23,34,28,17,12
a,26,16,26,16,19,8,41,12,18,25,5,8,22,8,3,3,33,16,30,29,16,9,37,7,20,16,4,5,16,4,4,10,27,25,12,17,21,5,22,9,26,41,5,7,19,6,9,5,24,21,12,24,21,9,24,9,27,20,7,9,23,12,9,5
a,18,17,38,24,20,8,29,11,23,30,0,0,27,11,0,0,21,20,38,24,26,7,20,9,20,28,0,0,24,11,4,4,16,21,24,30,14,4,35,14,19,44,0,1,29,4,0,1,14,14,26,34,15,5,32,13,29,32,0,0,29,11,0,2
a,30,20,35,16,27,0,29,12,15,27,5,12,20,0,8,0,36,19,28,33,37,1,19,6,10,21,9,3,12,0,18,4,22,32,16,23,25,0,30,0,20,33,9,10,25,0,10,1,16,28,20,30,28,0,30,0,25,22,8,11,23,4,10,1
