class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
a,0,0,143,526,0,0,806,5554,14,1093,10,3207,731,5191,3289,114125
a,0,0,195,336,9,0,1083,5820,18,1461,6,3325,515,5440,3515,129598
a,0,0,193,629,8,0,1817,5366,102,2210,37,4291,624,5069,4681,146369
a,0,3,227,823,0,0,1831,6677,13,2023,111,4859,1212,6310,4665,230836
a,0,65,228,693,18,2,1438,4834,22,1760,120,3622,1013,4398,3671,114646
a,0,8,228,975,7,0,1262,5077,75,1426,380,4482,1239,4802,4383,128928
a,5,24,222,966,3,0,1711,6218,90,1918,289,4721,1185,5924,4730,190550
a,0,11,223,916,6,0,1548,6039,122,1708,156,4453,1075,5821,4459,179125
a,0,19,213,705,7,0,1488,7748,102,1615,254,4968,952,7485,4860,256344
a,0,19,218,1005,9,0,1642,7106,64,1739,106,4788,1285,6883,4615,235746
a,0,39,222,1007,2,0,1389,6741,56,1502,73,4624,1252,6549,4529,213587
a,37,25,157,321,28,0,3098,7428,91,3250,75,5744,403,7260,5811,256793
a,91,115,132,212,16,2,4482,8947,83,4388,137,6784,288,9014,6713,372045
a,0,9,229,695,0,0,1786,5345,20,2089,284,4466,1016,4930,4457,154026
a,66,59,127,217,65,0,4175,7829,117,4269,63,5784,254,7708,5835,276472
a,65,38,115,281,65,0,4159,8283,106,4268,79,5969,339,8125,5993,304340
a,121,31,194,223,15,0,4397,8854,96,4477,158,6248,375,8720,6192,356169
a,72,49,110,163,55,0,4742,8187,97,4688,35,6090,241,8176,5952,306499
a,92,8,181,184,89,0,5937,9512,95,6294,29,6473,209,9216,6724,401181
a,56,67,177,243,58,1,4140,7933,131,4192,33,6655,189,7981,6770,319576
a,110,36,98,133,59,0,3704,8054,121,3869,163,5336,181,7818,5430,267388
a,41,4,230,232,56,0,4885,8512,100,5222,131,6497,302,8235,6712,367801
a,69,12,124,224,40,0,4873,7395,133,4937,105,6491,211,7335,6540,262912
a,73,1,196,272,48,0,4376,8346,112,4621,79,6539,257,8200,6752,316537
a,0,16,243,793,30,0,2267,7983,114,2567,40,5245,865,7740,5459,275218
a,60,91,200,569,79,12,2208,7317,112,2333,43,4567,645,7204,4628,235157
a,17,38,163,462,53,0,2523,7414,105,2707,31,4601,414,7336,4818,229418
a,71,51,192,334,62,0,2201,6633,106,2324,14,4107,370,6560,4183,180728
a,46,126,190,570,121,34,1408,6316,8,1615,87,3635,683,6178,3734,145818
a,77,32,180,532,33,0,1379,6381,2,1721,6,3861,744,6005,3990,153563
a,0,0,189,605,0,0,1640,6854,21,1861,8,4136,813,6593,4149,204973
a,21,91,184,568,90,43,1499,7083,14,1699,38,3874,760,6861,3883,189052
a,0,0,200,434,6,0,1450,6109,42,1875,40,3740,575,5701,4018,153472
a,77,61,208,599,79,0,1556,6115,66,1866,0,3747,796,5750,3842,154590
a,12,0,166,517,4,0,1670,7348,31,1670,2,4265,696,7304,4082,218249
a,91,12,153,559,70,6,1708,7475,58,1826,14,4224,567,7444,4276,220518
a,25,72,162,507,87,25,1981,6537,105,2048,24,3942,599,6435,3902,180574
a,0,18,208,508,11,0,1560,6529,19,1781,54,4167,723,6282,4180,190185
a,0,2,190,559,20,0,1383,6931,39,1690,75,4170,723,6611,4295,203232
a,0,0,215,562,4,0,1600,7467,7,1967,56,4657,840,7030,4742,244382
a,0,0,204,380,6,0,1603,6879,45,1994,22,4213,534,6493,4444,195495
a,0,0,192,675,9,0,1689,7911,31,2017,31,4902,865,7554,5031,280457
a,7,0,209,453,9,0,1678,7551,7,2051,22,4881,641,7192,5057,237014
a,0,29,223,654,1,0,1782,5576,40,2107,91,4185,782,5306,4410,157570
a,0,0,165,582,4,0,1949,6526,63,2211,64,4345,741,6207,4444,207924
a,0,0,188,430,6,0,1855,7238,13,2196,12,4728,692,6810,4801,239873
a,0,21,220,731,16,0,1761,6898,6,2110,188,4621,918,6576,4788,228702
a,0,0,228,599,0,0,2028,7045,48,2226,63,4927,797,6829,4927,239125
a,0,46,229,592,5,0,2053,7129,87,2344,45,4840,698,6874,5066,236764
a,0,0,227,724,12,0,2089,7066,95,2364,77,4732,823,6824,4896,233240
a,0,0,174,849,4,0,3154,10502,28,3307,105,7803,1223,10121,7578,569024
a,6,0,221,1151,0,0,2169,10868,0,2496,47,7207,1493,10420,7192,543486
a,0,0,230,1170,13,0,2524,9517,15,2831,152,7079,1392,9203,7151,472812
a,0,0,231,719,6,0,2647,10035,12,3074,96,6940,955,9591,7125,480575
a,0,0,231,645,0,0,1710,5649,104,2181,327,4077,726,5224,4467,161715
a,0,15,234,1208,7,0,2439,10843,3,2782,117,7676,1554,10385,7681,565017
a,4,12,235,1457,0,0,2364,9954,2,2612,116,7359,1830,9566,7246,485772
a,13,15,232,1348,4,0,2251,8970,7,2621,100,6689,1520,8653,6898,407571
a,4,14,223,1060,5,0,2492,9912,15,2861,208,7027,1266,9545,7199,483069
a,2,32,228,1064,0,0,2447,10223,22,2726,179,7253,1462,9752,7166,500613
a,0,0,225,1015,12,0,2148,10067,5,2574,187,6826,1288,9588,6967,470323
a,7,0,243,883,9,0,2811,9104,22,3235,217,7097,1055,8729,7340,438112
a,24,35,247,903,4,0,3251,8131,32,3609,287,6980,1053,7838,7219,388757
a,10,7,211,536,19,0,1905,6741,25,2308,56,4389,686,6374,4630,209759
a,0,0,202,648,8,0,1464,6282,39,1836,115,3902,776,5945,4138,179401
a,16,30,216,404,6,0,2187,5279,89,2364,64,4062,486,5147,4181,144390
a,0,0,205,724,1,0,1270,7665,34,1668,124,4595,835,7327,4881,240551
a,0,17,202,728,4,0,1280,6892,38,1641,105,4132,945,6478,4289,206538
a,0,0,163,488,0,0,959,5824,22,1342,2,3277,715,5355,3433,131301
a,0,15,211,812,0,0,1370,7669,23,1694,107,4707,1143,7202,4715,256022
a,0,0,170,446,0,0,1235,7527,39,1577,43,4270,647,7115,4411,219529
a,0,29,210,675,0,0,1430,6643,47,1722,203,4283,870,6319,4409,200689
a,0,2,200,835,30,0,1041,6477,69,1535,36,3904,905,6044,4300,178023
a,0,20,179,625,8,0,1285,6291,38,1560,24,3759,815,5967,3856,170495
a,0,0,179,859,3,0,611,6928,55,1011,14,3720,1009,6502,3967,184906
a,0,27,204,852,0,0,1571,7741,68,1798,38,4871,1172,7330,4805,273675
a,0,55,140,377,25,143,1175,6245,37,1562,2,3714,538,5800,3970,157267
a,82,32,123,167,63,0,3343,6567,102,3448,63,4633,216,6434,4658,174373
a,71,55,92,229,89,0,3477,8368,93,3451,34,5246,197,8425,5218,283051
a,80,75,69,176,95,0,4165,9266,105,4061,27,6076,182,9328,5946,363574
a,63,59,106,267,30,0,4102,7824,102,3981,63,5548,250,7966,5473,280010
a,47,46,107,222,65,0,3879,8500,104,3855,66,5957,219,8530,5917,315916
a,61,32,96,255,51,0,4022,8332,120,4002,33,6106,291,8292,6031,310376
a,172,121,93,149,98,24,3665,5969,161,3706,45,4261,235,5774,4239,166210
a,55,54,85,164,112,24,3448,8501,101,3709,60,5097,203,8185,5261,270750
a,56,58,83,210,46,18,3450,7521,101,3464,53,5105,260,7439,5081,230224
a,74,58,55,203,73,0,3189,6946,123,3159,70,4837,211,6900,4784,208928
a,0,0,193,406,9,0,1342,5727,19,1756,7,3549,604,5289,3756,138947
